ad_archive_id,claims
430383032863626,"{""Claims"": [""The municipality of Aerodrom finished 2023 with a realization of only 66% of planned tax revenues from the main Budget."", ""The municipality's revenue collection was extremely bad last year, which led to questions about the normal functioning of the municipality and the financing of regular obligations."", ""It explains why at the end of the year, by decision of the Council, sponsorship for KK #MZT was reduced from 24 million denari to 19.7 million denari.""]}"
6795509300551996,"{""Claims"": [""DUI will go into opposition"", ""DUI will respond to crime and corruption""]}"
746708557578780,"{""Claims"": [""Three platforms are available for the upcoming parliamentary elections: Tirana platform, Sofia platform, and Macedonian platform."", ""The left will coalition with a government that accepts red lines in defending the Macedonian state."", ""Macedonians will put an end to the dictatorships and defeats of the SDS and DUI regime and restore the Republic.""]}"
464195942757638,"{""Claims"": [""The movement ZNAK for Our Macedonia is clear in its stance that it is against the opening of mines in Strumica."", ""It should not be allowed to trade with people's health."", ""There needs to be an investigation whether DUI functionaries traded influence.""]}"
452695857159367,"{""Claims"": [""Do not waste your voice, the voice that will end with those who do not have a representative will end on Ali's account; Voting for the option that did not have enough votes for a representative on the 24th will be voting for a representative plus having DUI; Support VMRO-DPMNE for more representatives to save Macedonia!""]}"
1501205007127687,"{""Claims"": [""Macedonian platform will win the elections"", ""Labor Party will form a coalition with a government that accepts red lines in defense of the Macedonian state"", ""The people will put an end to the dictatorships and defeats of the SDS and DUI regime and restore the Republic""]}"
1158822395115899,"{""Claims"": [""VMRO-DPMNE will seek a partner in the Albanian opposition"", ""The party will share values and principles with parties that share similar views"", ""DUI is for opposition and responsibility at the time""]}"
407235935408054,"{""Claims"": [""DUI's boycott plan needs every individual to discuss with all those who know them and everyone to go out and vote."", ""It is not an option to stay at home on these elections!"", ""The entire population must be involved in the election process.""]}"
3690376817908613,"{""Claims"": [""Need the highest turnout in history of parliamentary and presidential elections!"", ""The scenario for DUI for boycotting presidential elections, NO SUCCESS"", ""VMRO-DPMNE needs a clear mandate for a government that is not evaluated by anyone""]}"
1788018061722191,"{""Claims"": [""Without you being the Minister of Justice, the public would not know that you exist."", ""You are a minister of justice when trust in the judiciary is below 3%"", ""I am a puppet on Ali's strings""]}"
276416045539587,"{""Claims"": [""The expressway Prilep-Gardsko is a symbol of the inability of SDS and DUI"", ""The future government of VMRO-DPMNE will completely rebuild the expressway Prilep-Gardsko""]}"
420052674303184,"{""Claims"": [""There is no difference from before."", ""They (SDS, DRPN and DUI) will continue to manipulate and steal money from the budget."", ""They (all parties) will continue to create closed election lists and rank candidates based on their willingness to steal for the party.""]}"
1852171091911688,"{""Claims"": [""The DUI and VMRO-DPMNE coalition are referring to the conflict from 2001 year."", ""The 'branitels' and 'utchki' are threatening each other, with insults turning into open threats and revenge reminding someone who won.""]}"
446102734572288,"{""Claims"": [""SDSM and DUI have corrupted the system and put their own interests above those of the public."", ""The current situation is a result of the betrayal of the ideals of committees and partisans by those in power."", ""It's time to show that we won't be fooled, and that Macedonia will either be free and democratic or the children will leave us disappointed.""]}"
7901593029852251,"{""Claims"": [""80 \u0433\u043e\u0434\u0438\u043d\u0438 \u043e\u0434 \u0410\u0421\u041d\u041e\u041c \u0441\u043c\u0435 \u043f\u043e\u0442\u0447\u0438\u043d\u0435\u0442\u0438 \u0438 \u0446\u0435\u043b\u043e\u0441\u043d\u043e \u043f\u043e\u0433\u0430\u0437\u0435\u043d\u0438 \u043e\u0434 \u0421\u0414\u0421\u041c \u0438 \u0414\u0423\u0418 \u043a\u043e\u0438 \u0441\u0435 \u043a\u043e\u0440\u0443\u043c\u043f\u0438\u0440\u0430\u043d\u0438"", ""As president, I will unite, moderate, coordinate and mediate to create a consensus at home and abroad, and protect national and state interests"", ""Passivity will allow them to manipulate the elections and ruin our country, so we must be vigilant and defend it""]}"
1065842564512223,"{""Claims"": [""SDSM and DUI have corrupted the system for their own interests"", ""The current government is not protecting national and state interests, but only personal ones"", ""It's time to show that we don't accept corruption and passivity, and that we want a free and democratic Macedonia""]}"
1176025870223317,"{""Claims"": [""Elections will be a chance to send a strong message that the people are the foundation of statehood"", ""As President, I will unite and coordinate efforts, promote public values, not personal ones, and appoint only the best individuals"", ""We must stand up for our country's future by choosing those who know how to establish right and justice, not just repeat empty words""]}"
1408593413351384,"{""Claims"": [""ASNO\u041c's ideals were betrayed by SDSM and DUI who prioritized their own interests over the public's."", ""The current state of Macedonia cannot be tolerated without our consent, and passive consent can be exploited for electoral manipulation."", ""Macedonia will only be great again if we choose leaders who truly care about its well-being and are willing to establish justice and righteousness.""]}"
784263330299005,"{""Claims"": [""Ali Ahmeti's threats do not intimidate me."", ""I will establish contact with Albanian opposition leaders immediately after the elections to work together for common principles."", ""DUI was transformed into a criminal organization that harms both Albanians and Macedonians.""]}"
1417338069149188,"{""Claims"": [""We win in Novo Selo!"", ""We will put an end to the rule of DUI and SDSM, we will put an end to crime and corruption in power, and we will make many beautiful projects in every municipality!""]}"
1195700804771711,"{""Claims"": [""\u041c\u0430\u043a\u0435\u0434\u043e\u043d\u0438\u0458\u0430 \u0442\u0440\u0435\u0431\u0430\u0448\u0435 \u0434\u0430 \u0431\u0438\u0434\u0435 \u0435\u043a\u043e\u043b\u043e\u0448\u043a\u0438 \u0440\u0430\u0458 \u0432\u043e \u0415\u0432\u0440\u043e\u043f\u0430, \u043d\u043e \u0440\u0435\u0430\u043b\u043d\u043e\u0441\u0442\u0430 \u0435 \u0434\u0435\u043a\u0430 \u041c\u0430\u043a\u0435\u0434\u043e\u043d\u0438\u0458\u0430 \u0435 \u043d\u0430 \u0432\u0440\u0432\u043e\u0442 \u043d\u0430 \u043b\u0438\u0441\u0442\u0430\u0442\u0430 \u043d\u0430 \u0433\u0440\u0430\u0434\u043e\u0432\u0438 \u0441\u043e \u043d\u0430\u0458\u0433\u043e\u043b\u0435\u043c\u043e \u0430\u0435\u0440\u043e\u0437\u0430\u0433\u0430\u0434\u0443\u0432\u0430\u045a\u0435."", ""\u0422\u0440\u0438\u043e\u0442\u043e \u0421\u0414\u0421\u041c, \u0414\u0423\u0418 \u0438 \u0414\u041e\u041c \u043d\u0435 \u0458\u0430 \u0437\u0430\u0434\u0440\u0436\u0430 \u043f\u043e\u0442\u0440\u0435\u0431\u043d\u0430\u0442\u0430 \u043e\u0434\u043b\u0443\u0447\u043d\u043e\u0441\u0442 \u043d\u0438\u0437 \u0433\u043e\u0434\u0438\u043d\u0438\u0442\u0435 \u0437\u0430 \u0440\u0435\u0448\u0430\u0432\u0430\u045a\u0435\u0442\u043e \u043d\u0430 \u0435\u043a\u043e\u043b\u043e\u0448\u043a\u0438\u0442\u0435 \u043f\u0440\u043e\u0431\u043b\u0435\u043c\u0438."", ""\u0421\u0435 \u0442\u0430\u043a\u0442\u0438\u0437\u0438\u0440\u0430 \u0441\u043e \u043e\u0434\u0440\u0435\u0434\u0435\u043d\u0438 \u0432\u0435\u0442\u0443\u0432\u0430\u045a\u0430 \u0438\u043b\u0438 \u0441\u043e \u0442\u0430\u0458\u043c\u0438\u043d\u0433\u043e\u0442 \u0437\u0430 \u043d\u0438\u0432\u043d\u0430 \u043f\u0440\u0438\u043c\u0435\u043d\u0430.""]}"
1650825632326291,"{""Claims"": [""If we read the promises given in the previous election campaign, Macedonia should be an ecological paradise in Europe today. However, reality is that Macedonia is at the top of the list of cities with the highest air pollution, dumps are everywhere, and uncontrolled construction is happening even in protected areas."", ""The trio SDSM, DUI, and DOM, which energetically started solving environmental problems, did not maintain the necessary determination over the years, creating a perception that they are taking certain promises or setting deadlines for their implementation."", ""Today, Macedonia should be an ecological paradise in Europe if we read the promises given in the previous election campaign. However, reality is that Macedonia is at the top of the list of cities with the highest air pollution, dumps are everywhere, and uncontrolled construction is happening even in protected areas.""]}"
3725904701020177,"{""Claims"": [""State has been stolen from the people by DUI and its accomplices SDS."", ""The chance to return it to the people is on April 24, then May 8."", ""We will make Macedonia again proud and yours!""]}"
441939498250267,"{""Claims"": [""The people are prepared and united for changes"", ""Join VMRO-DPMNE to defeat this non-national and criminal government of SDS and DUI""]}"
1412284012761531,"{""Claims"": [""In March, there is no change in the party that uses harmful narratives in communication the most."", ""The two largest parties VMRO-DPMNE and SDSM still use harmful narratives, but now also includes Left."", ""There is an increase in such reports at DUI compared to previous months.""]}"
432647419356542,"{""Claims"": [""The two largest parties V\u041c\u0420\u041e-D\u041f\u041cN\u0415 and \u0421DSM are using harmful narratives in their communication."", ""DUI is showing an increase in such posts compared to previous months."", ""There has been no change in March regarding which party uses the most harmful narratives in their communication.""]}"
318839371222287,"{""Claims"": [""On average, online media outlets broadcast at least two harmful narratives in a single piece."", ""The most common way for harmful narratives to spread is without any intervention."", ""Some journalists even amplify the harmful narrative.""]}"
1204890674226078,"{""Claims"": [""Achmeti opened the session and after verifying mandates, Zijadin Sela was elected as president of the Assembly."", ""The new parliamentary composition inaugurated the new head of state, Buja Osmani."", ""There is no information about the first claim being related to an election.""]}"
935427288072413,"{""Claims"": [""The person is the Secretary-General of the Democratic Union for Integration (BDI)"", ""The person holds a similar position at another organization (\u0414\u0423\u0418)"", ""The person serves as the general secretary in this context""]}"
411953408124597,"{""Claims"": [""Establishing order through these elections"", ""Everyone will be accountable for breaking the law, regardless of their political affiliation (SDSM, DUI, VMRO)"", ""Macedonia will be governed by laws equally for all""]}"
785229686554427,"{""Claims"": [""Thank you to my magnificent Kiselova Voda!"", ""Thanks to each of you for strong support so far, every tight hand and sincere handshake."", ""Together with you, we will reach our goal - a free Macedonia, the motherland of all, liberated from the shackles of SDS/DSI.""]}"
441008998502824,"{""Claims"": [""Pendarevski should answer citizens whether he accepts DUFI's ultimatum to elect a president in the Assembly?"", ""It is necessary to answer citizens whether Pendarevski accepts DUFI's ultimatum"", ""The citizens must know if Pendarevski will accept DUFI's ultimatum""]}"
450066430876029,"{""Claims"": [""They are planning to sell out the state"", ""They will negotiate with anti-Macedonian structures that don't think well of Macedonia"", ""The people must stop them with a pen""]}"
929718912494815,"{""Claims"": [""The mafia is cementing \u0110or\u010de Petrov"", ""IMER Selmani receives permission for two new high-rise buildings of 21 and 18 floors"", ""The city mayor has obtained apartments from VMRO-DPMNE's party lines, opposing DUI on the central level while collaborating with them locally to fully cement \u0110or\u010de Petrov""]}"
6892961627471601,"{""Claims"": [""The mafia is cementing Gjorche Petrov"", ""The mayor has received permits for two new high-rise buildings with 21 and 18 floors"", ""VMRO-DPMNE officials are doing business together at the local level and completely cementing Gjorche Petrov""]}"
734832218514379,"{""Claims"": [""Hezbollah is the one that concrete-izes Gjorche Petrov."", ""The mayor has received a permit for two new high-rise buildings of 21 and 18 floors."", ""The local government, together with VMRO-DPMNE, completely concrete-izes Gjorche Petrov.""]}"
1257181195242587,"{""Claims"": [""Politicians are frequently accused of 'foreign influence' from Serbia and Russia without any basis."", ""The presence of this harmful narrative is largely due to the accusations made by the DUI party, which has been running a pre-election campaign called 'DA for Europe, NO to Russia'."", ""Political actors accuse each other of 'foreign influence', often from Serbia and Russia.""]}"
446164714546733,"{""Claims"": [""Poltical actors are blaming 'foreign influence' on others, most often Serbia and Russia."", ""The presence of this harmful narrative is mainly due to the accusations by DUI, which has started a pre-election campaign called 'DA for Europe, NO for Russia'."", ""The monitoring findings from January and February can be read in the short and long versions of the third report by the Institute for Communication Studies within the research 'Measuring political harmful narratives' (STET-NA).""]}"
1560850158037025,"{""Claims"": [""These are the last chance for saving Macedonia"", ""These elections will show DUI and SDS where their place is!"", ""Their large turnout at the elections""]}"
410474885033615,"{""Claims"": [""It is possible and necessary for radical changes!"", ""We are in a fight against the blackness SDS-DPMNE-DUI, join us!"", ""I am worthy of being President, I am Billjana Vankovska!""]}"
787827139527520,"{""Claims"": [""Populism, spreading panic, fear and uncertainty and encouraging extreme nationalism and patriotism"", ""Nudging, belittling and labeling political opponents"", ""Measuring political harmful narratives""]}"
1111100203343816,"{""Claims"": [""The Center for Investigative Journalism \""SKUP \u2013 Macedonia\"" analyzed data from property lists of parliamentary party leaders in North Macedonia within the project \""PEP\"""", ""The data was analyzed within the project \""PEP\"""", ""The team at SKUP Macedonia is responsible for the preparation""]}"
787599469993413,"{""Claims"": [""SRS and DUI have been looting and oppressing citizens for 7 years"", ""It's time for the state to return to the people, a vote for VMRO-DPMNE and Siljanovska Davkova is a vote for change and a proud Macedonia""]}"
741101091536351,"{""Claims"": [""Levica will not coalition with criminal and traitors"", ""Leposki, the leader of DPMNE, has explicitly announced a government with SDS, which is against Levica's stance"", ""The main political opponents of Levica are Gruevski and Zaev, both in political retirement""]}"
1162232641609419,"{""Claims"": [""Pensioners do not deserve to be ignored, belittled and left behind"", ""VMRO-DPMNE will always care for pensioners, so it will also be after the double victory of presidential and parliamentary elections"", ""Pensioners deserve a decent life!""]}"
936385071549300,"{""Claims"": [""The most harmful narratives are created in the kitchens of political parties and their preferred channel for communication is party leaflets."", ""The two largest parties are creators of at least as many harmful narratives in the first two months of the year."", ""Dominate accusations between them, mainly regarding 'criminal structures that do not care about national interests', to 'obstructionists of European integrations'.""]}"
454560093662445,"{""Claims"": [""Highly placed criteria from the start of the campaign that SDSM-DUI cannot even approach together. The gap will only increase in favor of Gordana Siljanovska Davkova and coalition candidates Macedonia again yours!"", ""The difference will only grow in favor of Gordana Siljanovska Davkova and coalition candidates Macedonia again yours!""]}"
413852961291712,"{""Claims"": [""Socijalno Demokratska Unija i Demokratiska Unija - Ilinden are above the government"", ""You are Macedonian again!"", ""The country is yours again!""]}"
283058748178647,"{""Claims"": [""The biggest problem in Macedonia is corruption."", ""The government is the most corrupt institution in Macedonia."", ""It is logical that the MPs who were elected by these lists are responsible for the corruption in Macedonia.""]}"
944587223879588,"{""Claims"": [""Corruption in Macedonia is caused by the government."", ""The politicians and their appointees are the most corrupt individuals in Macedonia."", ""The current electoral law with closed lists is the main reason for corruption in Macedonia.""]}"
422555430389495,"{""Claims"": [""Corruption stems from the authority and the government is the most corrupt."", ""The same people who are responsible for corruption in Macedonia are those who were and are still the most corrupt in the country."", ""Criminal and corrupt electoral law with closed lists is the main reason for corruption in Macedonia, which allows leaders to corrupt parliamentarians and officials.""]}"
940329787642032,"{""Claims"": [""Silaite partii ne baraaat nikoga da bidet so niv, no gi prifajkata o\u043d\u0438\u0435 koji gile delat nivne zivotne principi i koji pokraj niv beraaatsa zahteta i sigurnost."", ""Nikakvi principe i ideologiji se ne vodat samo od goliot personalni i partizki interes!"", ""Silaite patii boraaat sami, no gi prifajkata ove koji gile delat nivne zivotne principi i koji pokraj niv beraaatsa zahteta i sigurnost.""]}"
430983139613569,"{""Claims"": [""SDS, DPNP, and DUI are criminal bands that manipulate and deceive voters."", ""The current electoral system is flawed and only benefits the ruling parties."", ""The only way to bring about real change is through open lists and a fair electoral law.""]}"
376177842004055,"{""Claims"": [""We are calling for you to join the Front of Salvation for Macedonia and fight against the evil SDS-DPN-E-DUI, their petty dependencies and their criminal gangs that have been destroying, looting, and debasing Macedonia and us - the people for 33 years!"", ""SDS-DPN-E-DUI and their criminal gangs are destroying, looting, and debasing Macedonia and its people for 33 years."", ""Macedonia is eternal and timeless!""]}"
3689562734620730,"{""Claims"": [""Join the Front for Salvation of Macedonia to fight against SDS-DPN-NUI and their criminal bands that have been destroying, pillaging, and killing Macedonian people and country for 33 years""]}"
402171409125855,"{""Claims"": [""After careful analysis, OSCE has reason to believe that North Macedonia has a real potential for irregularities in the electoral process"", ""Bujar Osmani as the head of the OSCE-ODIHR election observation mission, has direct influence on this approach towards the country"", ""North Macedonia's technical government is preparing the ground for post-election political crisis to extend its term""]}"
1395433681099436,"{""Claims"": [""The dominant practice is for media outlets to transfer party information and speeches to politicians without a critical approach."", ""The main faces in the news are the largest parties - SDSM, VMRO-DPMNE and DUI."", ""It seems that we need to be more vigilant when following news. One thing is certain, as elections approach, 'harmful' rhetoric becomes increasingly present in media.""]}"
812405157381824,"{""Claims"": [""DEMOKRATI is against any kind of corruption and supports free education"", ""DEMOKRATI is committed to improving the lives of people with disabilities and those at risk of poverty"", ""DEMOKRATI stands for the development of agriculture and production, prioritizing domestic over imported goods""]}"
929379795548737,"{""Claims"": [""DEMOkrati are against 78% increase in official salaries and support pensioners for linear increase in pensions and no pension below the minimum wage."", ""DEMOkrati stand with students in their demands for a better student standard, including timely payment of stipends, adequate funding for meals, decent living conditions, and access to internet and proper hygiene facilities."", ""DEMOkrati are committed to upholding the rule of law, ensuring that high-ranking officials do not commit crimes and that anyone found guilty does not engage in politics.""]}"
1382012002439003,"{""Claims"": [""DUI and SDSM are hiding the true picture of state debt by manipulating precise data on public debt and budget deficit."", ""The state's actual debt is being concealed through manipulation of accurate data on public debt and budget deficit."", ""It is unclear what the true debt picture for the state looks like due to manipulation of precise data on public debt and budget deficit.""]}"
1054790822256171,"{""Claims"": [""\u0412\u041c\u0420\u041e - \u0414\u041f\u041c\u041d\u0415 \u040c\u0415 \u041f\u041e\u0411\u0415\u0414\u0418!"", ""M\u0430\u043a\u0435\u0434\u043e\u043d\u0438\u0458\u0430 \u0438\u043c\u0430 \u0441\u0438\u043b\u0430 \u043f\u043e\u0432\u0442\u043e\u0440\u043d\u043e \u0434\u0430 \u0441\u0438 \u0458\u0430 \u0432\u0440\u0430\u0442\u0438 \u0447\u0435\u0441\u0442\u0430 \u0438 \u0434\u043e\u0441\u0442\u043e\u0438\u043d\u0441\u0442\u0432\u043e\u0442\u043e!"", ""\u0414\u0423\u0418 \u0438 \u0421\u0414\u0421\u041c \u043c\u043e\u0440\u0430 \u0434\u0430 \u0437\u0430\u043c\u0438\u043d\u0430\u0442 \u043e\u0434 \u0432\u043b\u0430\u0441\u0442 \u0437\u0430 \u041c\u0430\u043a\u0435\u0434\u043e\u043d\u0438\u0458\u0430 \u0434\u0430 \u0442\u0440\u0433\u043d\u0435 \u043d\u0430\u043f\u0440\u0435\u0434.""]}"
280234575113198,"{""Claims"": [""Citizens are motivated and prepared for a historic victory for VMRO-DPMNE with 61 MPs."", ""VMRO-DPMNE has a vision against the bad policies of the SDSM and DUI coalition that brought Macedonia to this catastrophic state."", ""People recognize the differences! So, on April 24th and May 8th they will vote for the future president Gordana Siljanovska-Davkova and future premier Christian Mickoski!""]}"
721674696781652,"{""Claims"": [""Demokrati (Democrats) have destroyed the state and will make a strategy for the next 20 years."", ""The governments' development strategies are mere paper exercises that do not lead to any progress for society."", ""These documents serve only to justify the lack of a good concept, as we have deep-rooted corruption everywhere in society.""]}"
799627245316819,"{""Claims"": [""They destroyed the state and created a strategy for the next 20 years?!"", ""No one has started or finished any of their strategies, let alone achieved progress for society."", ""These documents serve only to undo because there is no such good concept that we will not be able to destroy with deep partisanship everywhere in society.""]}"
920191906358152,"{""Claims"": [""The government of SDS and DUI has forgotten Bitola in all its foundations!"", ""It is neglected by the authorities of SDS and DUI"", ""All the basics are being forgotten by the government of SDS and DUI""]}"
371273342417047,"{""Claims"": [""Pendalovski signed the decree that restored state advertising in media, allowing corrupt groups to buy media outlets and work in their own interest instead of serving citizens and Macedonia."", ""The corrupt groups are dominating Macedonian media for decades."", ""Pendalovski's law allows these corrupt groups to use public funds from the national budget to buy media outlets.""]}"
952912426456843,"{""Claims"": [""All political parties have practices for discrediting their political opponents and attacking personal characteristics."", ""Political leaders are labeled with certain tags, but also which political parties spread the most harmful narratives - the entire research is available"", ""Some larger parties, noted, are practices of discrediting political opponents and attacking personal attributes""]}"
1093636005250675,"{""Claims"": [""The total chaos in healthcare in Macedonia is due to the 33-year reign of the evil alliance SDS-DPNNE-DUI, their stupid connections and criminal gangs!"", ""Patients are at life risk"", ""They fight for free and high-quality healthcare""]}"
962969898580897,"{""Claims"": [""The SDA-DPA-NUI coalition is causing total chaos in healthcare in North Macedonia, putting patients' lives at risk, due to their 33-year-long reign of terror."", ""SDA-DPA-NUI's shallow connections and criminal gangs are responsible for the chaos."", ""They fight for free and quality healthcare.""]}"
1076680496935927,"{""Claims"": [""SDS, DPN and DUI claim to be proud of their ancestors, but this is done for political gain."", ""They are not proud people - they do not have anything to be proud of, nor the vision for the future."", ""Their fight for Macedonia's entry into the EU is false, they are only interested in accessing European funds, laundering, and stealing.""]}"
1118649212816190,"{""Claims"": [""The most important thing is the outcome of the presidential election and who will form a government."", ""It's not important what party wins the most seats, but rather their electoral programs and how they plan to implement them."", ""We are fighting for a fundamental change in the criminal Electoral Code and the introduction of open electoral lists in Macedonia.""]}"
433636585668796,"{""Claims"": [""Rhetoric is becoming more aggressive."", ""The number of parties that did not use harmful narratives in November and December 2023 can be counted on one's fingers."", ""The growth of harmful narratives coincides with the period of preparation for forming the so-called technical government, which will conduct the elections scheduled for May 2024.""]}"
