ad_archive_id,claims_to_questions
396351953314165,"{""We believe a leader like Stevo Pendarovski is needed, someone we can rely on and who stands side by side with every citizen."": {""Questions"": [""What evidence supports the claim that Stevo Pendarovski is a leader who stands side by side with every citizen?"", ""How do the presidential candidates in North Macedonia's upcoming election differ in their promises and slogans?"", ""What specific attributes or qualities should the next President of North Macedonia possess, according to the author?""]}, ""Together we can reach secure solutions for each challenge."": {""Questions"": [""What does the phrase 'secure solutions' refer to in the context of the presidential election?"", ""What is the specific attribute that the next President of North Macedonia should possess, according to the claim?"", ""What are the main differences between the candidates Biljana Vankovski, Maksim Dimitrievski, and Stef\u00e7e Jakimovski mentioned in the article?""]}, ""I'm voting for number 1\ufe0f\u20e3 on April 24th."": {""Questions"": [""What is the date specified in the claim?"", ""What are the preconditions for the President-elect of North Macedonia, according to the author?"", ""What is the starting date of the presidential election campaign mentioned in the text?""]}}"
967140451295680,"{""We showed true dedication and bravery on our path to EU membership"": {""Questions"": [""How is the topic of EU membership related to the claim?"", ""What are the common promises and slogans being offered by the candidates in the presidential election?"", ""Are there any specific concrete actions or policies being proposed by the candidates in the presidential election?""]}, ""Our dream of a European identity remains and our goal is still the same"": {""Questions"": [""What is the meaning of 'a European identity' in the context of the claim?"", ""Who are the candidates mentioned in the article, and what are their ages?"", ""What is the start date of the presidential election campaign mentioned in the article?""]}, ""We will never give up on the European path because we are committed to our strategic goal"": {""Questions"": [""What is the European path referred to in the claim?"", ""What are the strategic goals mentioned in the claim?"", ""What are the current presidential candidates and their parties in North Macedonia?""]}}"
4674457862779324,"{""The vote for #Stevos and the Coalition for European Identity is a vote for European Macedonia."": {""Questions"": [""What is the connection between the vote for #Stevos and the Coalition for European Identity?"", ""In what way do the candidates promise to address the issue of Macedonian identity?"", ""What specific issues or promises are being offered by the seven presidential candidates in North Macedonia?""]}, ""We have a vision and plan to bring Macedonia into the European Union, together with our President Stevo Pendasrovski."": {""Questions"": [""Is there a current president named Stevo Pendasrovski?"", ""Are the presidential candidates in North Macedonia's election offering concrete plans and promises?"", ""Do any of the current presidential candidates have experience or qualifications relevant to bringing Macedonia into the European Union?""]}, ""We are decisive, we have will, courage and knowledge to ensure Europe's destiny in the country, for all our citizens, past and future generations."": {""Questions"": [""What is the claim referring to as Europe's destiny?"", ""What does the author imply are the necessary attributes for a future President of North Macedonia?"", ""What is the main topic of the article, according to the text?""]}}"
446303441400950,"{""S\u0456ljanova is completely in the matrix of DPMNE and advises harm to Pendarovski and Kovachevski."": {""Questions"": [""What is the evidence that Siljanova is completely in the matrix of DPMNE?"", ""Is there any credible source that confirms Siljanova advises harm to Pendarovski and Kovachevski?"", ""What are the specific promises and slogans offered by the presidential candidates, namely Biljana Vankovska, Maksim Dimitrievski, and Stef\u00e7e Jakimovski?""]}, ""L\u0456chne d\u0456skreditac\u0456\u0457 for those with a feminine gender, harm to intellectual capacities expressed by S\u0456ljanova do not relate to a professor or a politician."": {""Questions"": [""What is the relationship between S\u0456ljanova's statement and a professor or politician?"", ""In what ways do Lichne discreditation for those with a feminine gender harm intellectual capacities?"", ""Are the presidential candidates in North Macedonia discussing specific policy promises rather than just slogans?""]}, ""Panic from election defeat, lack of plan, vision is not justified."": {""Questions"": [""What is the justification for panic from an election defeat in North Macedonia?"", ""What are the key qualifications or attributes a future President of North Macedonia should possess, as per the dilemmas dominating the electoral arena?"", ""What specific promises and slogans do the candidates (Biljana Vankovska, Maksim Dimitrievski, and Stef\u00e7e Jakimovski) offer to attract electors?""]}}"
413936974576258,"{""The airport belongs to President Stevo Pendarovski"": {""Questions"": [""What is the relationship between President Stevo Pendarovski and the airport?"", ""Who are the candidates running for president of North Macedonia, and what are their promises?"", ""What does it mean that 'kandidat\u00ebt kan\u00eb filluar t\u00eb ofrojn\u00eb nj\u00eb gam\u00eb t\u00eb gjer\u00eb premtimesh'?""]}}"
1146589880118487,"{""We need to continue on the European path, that is the only alternative for fundamental and positive changes in our country."": {""Questions"": [""Is the claim stating that a European path is the only alternative for fundamental and positive changes in the country supported by evidence?"", ""Are the presidential candidates' promises and slogans in North Macedonia primarily aimed at attracting voters, rather than making concrete policy commitments?"", ""Do the seven presidential aspirants competing in the election (Biljana Vankovsk\u00ebn, Maksim Dimitrievski, Stef\u00e7e Jakimovski, etc.) have specific, concrete policies to offer, or are they focusing on general promises and slogans?""]}, ""We have a clear vision for European integration of the state, for a state with a developed economy, better education, healthcare, and functional governance of law."": {""Questions"": [""What is the specific vision for European integration of the state mentioned in the claim?"", ""What are the key areas of development (economy, education, healthcare, governance) that the state aims to achieve according to the claim?"", ""What is the main dilemma or challenge in the upcoming presidential election in North Macedonia, as described in the claim?""]}, ""There is no giving up on European identity and building a better society for citizens."": {""Questions"": [""Is the claim 'There is no giving up on European identity and building a better society for citizens' directly related to the topic of the Macedonian presidential election?"", ""Does the statement mention specific presidential candidates or their campaigns, and if so, what are they offering?"", ""Do the election candidates' promises and slogans aim to attract voters and influence the outcome of the election?""]}}"
802323778442410,"{""He has a clear vision for the European identity of the state"": {""Questions"": [""Is the European identity of the state explicitly mentioned in the claim?"", ""What is the main issue discussed in the claim regarding the upcoming presidential election in North Macedonia?"", ""Are the presidential candidates mentioned in the claim offering specific promises and slogans?""]}, ""Strongly supports EU and NATO membership"": {""Questions"": [""What is the author's stance on EU and NATO membership?"", ""What is the current election situation in North Macedonia?"", ""What are the main promises and slogans offered by the presidential candidates?""]}, ""Show what it means to be a true president for all citizens regardless of ethnic, religious or other affiliation"": {""Questions"": [""What does it mean to be a true president for all citizens regardless of ethnic, religious or other affiliation?"", ""What attributes should the next President of North Macedonia possess?"", ""What specific promises and slogans are being offered by the presidential candidates?""]}}"
345081434704628,"{""The vote for Stevo and the Coalition for European Identity is a vote for European Macedonia"": {""Questions"": [""What is the specific issue being addressed in the presidential election in North Macedonia?"", ""Who are the candidates running for President in the North Macedonian election and what are their platforms?"", ""Is there a clear distinction between the coalitions mentioned (Coalition for European Identity) and the other political entities participating in the election?""]}, ""Together with our president Stevo Pendarovski, we have a vision and plan to bring Macedonia into the European Union"": {""Questions"": [""What is the current President's name?"", ""Who are the candidates running for President in the Macedonian presidential election?"", ""When did the presidential election campaign start?""]}, ""We are resolute, willing, courageous and knowledgeable in ensuring Europe's destiny for the country and all its citizens"": {""Questions"": [""What is the purpose of the presidential election in North Macedonia?"", ""In what ways are the candidates promising to address Europe's destiny for the country and its citizens?"", ""What specific attributes should the next President of North Macedonia possess, according to the quote?""]}}"
412339098080713,"{""Participating in the European integration process is the only way to bring positive changes and a better living standard in the country."": {""Questions"": [""What evidence is there to support the claim that participating in European integration brings positive changes and a better living standard?"", ""How has the country's integration into Europe impacted its economic or social indicators?"", ""What alternative paths have been proposed to achieve similar outcomes, and what are their estimated costs and benefits?""]}, ""The choice between progress and regression depends on the citizens' decision in upcoming elections."": {""Questions"": [""Why do the citizens' decisions in upcoming elections depend on the choice between progress and regression?"", ""What are the specific promises and slogans offered by presidential candidates Biljana Vankovski, Maksim Dimitrievski, and Stef\u00e7e Jakimovski?"", ""What is the main dilemma faced by the upcoming presidential election in North Macedonia?""]}, ""SMSM has a specific and clear plan to move the country forward towards EU."": {""Questions"": [""Is the specific plan mentioned in SMSM's statement about moving the country forward towards EU clear and detailed?"", ""Does the claim mention a concrete example or evidence of SMSM's plan to move the country forward towards EU?"", ""Is there any objective measure or benchmark provided by SMSM to evaluate its progress towards moving the country forward towards EU?""]}}"
651759777088419,"{""The current president Stoev Pendarovski is capable of being acquainted with the program material."": {""Questions"": [""Does the current president Stoev Pendarovski have the capability to be acquainted with the program material?"", ""What specific attributes should the next President of North Macedonia possess?"", ""Are there any clear promises and slogans being offered by the presidential candidates in the election?""]}, ""He has a positive energy and atmosphere, and a warm reception for the Vevcanian hosts who can recognize who truly cares about the people and the state."": null, ""Every family will be visited in the following period to acquaint them with the program."": {""Questions"": [""Is the claim 'Every family will be visited in the following period to acquaint them with the program' supported by evidence?"", ""What is the specific information that presidential candidates in North Macedonia are promising to voters?"", ""Do the statements of presidential candidates in North Macedonia provide concrete details about their plans and policies?""]}}"
7220380881416654,"{""For more information, follow us."": {""Questions"": [""What is the main topic of the article?"", ""Who are the candidates running for President of North Macedonia?"", ""What is the date when the election campaign started?""]}}"
812638754042699,"{""Nikola Gru\u00ebvski and Hristijan Mickoski use brutal methods to silence and intimidate journalists"": {""Questions"": [""What is the relationship between Nikola Gru\u00ebvski and Hristijan Mickoski to journalists?"", ""Are Nikola Gru\u00ebvski and Hristijan Mickoski using brutal methods to silence and intimidate journalists?"", ""What specific promises are the presidential candidates in North Macedonia offering, specifically Biljana Vankovsk\u00ebn, Maksim Dimitrievski, and Stef\u00e7e Jakimovski?""]}, ""The duo uses propaganda, media manipulation, and fake news to manipulate citizens"": {""Questions"": [""What is the definition of 'propaganda' in the context of this claim?"", ""What evidence can be provided to support the claim that the duo uses 'media manipulation' and 'fake news'?"", ""What criteria should a future President of North Macedonia possess, according to the dilema presented?""]}, ""Voters can only prevent these tactics by voting for the Coalition for European Perspective and Stevo Pendarovski on April 24th and May 8th"": {""Questions"": [""What is the main purpose of the slogan and promise offerings by presidential candidates?"", ""What are the specific characteristics that the future President of North Macedonia should possess?"", ""When did the election campaign for the presidential position start?""]}}"
442484941777069,"{""Macedonian President Stevo Pendarovski's program is more transparent."": {""Questions"": [""What is the specific program or platform that Macedonian President Stevo Pendarovski has implemented to increase transparency?"", ""How do the presidential candidates in the North Macedonia election differ in their approaches to transparency and accountability?"", ""What are the key promises and slogans being made by the seven presidential aspirants vying for the office of President in the North Macedonia election?""]}, ""My program showed better results in the 2019 elections."": {""Questions"": [""What is the relevance of the 2019 elections to the claim about a program showing better results?"", ""Are the mentioned candidates (Biljana Vankovsk\u00ebn, Maksim Dimitrievskin, and Stef\u00e7e Jakimovski) actual presidential candidates in the 2023 North Macedonia presidential election?"", ""What is the purpose of the quote '[@100005900348509:2048:Enis Shaqiri]' at the end of the text?""]}, ""My program is visible, while theirs is an illusion."": {""Questions"": [""Is the claim that 'My program is visible, while theirs is an illusion' referring to a specific political campaign or issue?"", ""What are the main promises and slogans being offered by the presidential candidates in North Macedonia's election?"", ""Who are the seven aspirants vying for the presidency of North Macedonia and what are their qualifications?""]}}"
942824157566893,"{""Stev\u043e Pendarovski is our European president!"": {""Questions"": [""What is the current president of North Macedonia?"", ""Who are the candidates competing for the presidency in North Macedonia?"", ""Is Stev\u043e Pendarovski actually the European president?""]}, ""Don't miss the big civic protest on Monday, April 8 at 20:00 in the park near the monument to Jane Sandanski."": {""Questions"": [""How does the protest event description match the typical format of civic protests?"", ""What is the typical purpose of presidential candidates' promises and slogans in a democratic election?"", ""Can the statement 'Fushata zgjedhore ka filluar m\u00eb 4 prill, me shtat\u00eb aspirant\u00eb n\u00eb gar\u00eb p\u00ebr postin e Presidentit' be verified as accurate?""]}, ""Vote for number 1 on April 24."": {""Questions"": [{""Question"": ""What is the date mentioned in the claim?""}, {""Question"": ""Which presidential candidates are mentioned as being part of the election race?""}, {""Question"": ""What is the topic that dominates the electoral arena according to the claim?""}]}}"
796401479033842,"{""A large civil march in Aerodrom"": null, ""The event will take place on Monday, April 8th, 2024 at 8:00 PM"": {""Questions"": [""What is the exact date and time specified for the event?"", ""Are there any specific requirements or attributes that the next President of North Macedonia should possess, as mentioned in the claim?"", ""Is it true that seven candidates are competing for the presidential position, including Biljana Vankovsk\u00ebn, Maksim Dimitrievski, and Stef\u00e7e Jakimovski?""]}, ""We'll see you!"": {""Questions"": [""What are the key attributes that the next President of North Macedonia should possess?"", ""How do presidential candidates in North Macedonia typically campaign and what promises do they make to voters?"", ""What is the current state of the presidential election campaign in North Macedonia, including the number of candidates and their backgrounds?""]}}"
974847184092355,"{""Stev\u043e Pendarovski's program was presented to the youth at the Aerodrom location"": {""Questions"": [""What is the specific program presented by Stev\u043e Pendarovski to the youth at Aerodrom location?"", ""What are the requirements for a future President of North Macedonia?"", ""What concrete promises do these candidates offer?""]}, ""Citizens are invited to a large civic meeting on Monday, April 8th at 20:00 in the park by the monument of Jane Sandanski"": {""Questions"": [""What is the specific date and time mentioned in the claim for a civic meeting?"", ""Who are the seven presidential candidates mentioned in the article?"", ""What is the main dilemma facing the future President of North Macedonia, according to the article?""]}, ""We do not give up on the future!"": {""Questions"": [""What is the context of the claim 'We do not give up on the future'?"", ""Who are the seven presidential candidates running for office in North Macedonia's presidential election?"", ""What specific promises and slogans have the candidates offered to attract voters?""]}}"
393434320275374,"{""For more information, follow us."": {""Questions"": [""What is the claim saying about the upcoming presidential election in North Macedonia?"", ""What is the main concern or dilemma mentioned in the claim regarding the presidential election?"", ""What are the key promises or slogans being offered by the candidates in the presidential election, according to the claim?""]}}"
1168755624286124,"{""We will increase salaries and pensions"": {""Questions"": [""What is the current situation regarding salaries and pensions mentioned in the claim?"", ""Are the presidential candidates offering a wide range of promises and slogans to attract voters?"", ""What are the specific promises made by the seven aspirants competing for the presidency, including Biljana Vankovska, Maksim Dimitrievski, and Stef\u00e7e Jakimovski?""]}, ""We will invest more and create better job opportunities"": {""Questions"": [""What is the current job market situation in North Macedonia?"", ""What are the key promises made by the presidential candidates in North Macedonia?"", ""What is the significance of investing more and creating better job opportunities according to the claim?""]}, ""We will develop the economy to European standards"": {""Questions"": [""What is the current state of the economy in North Macedonia?"", ""Who are the seven presidential candidates competing in the election, and what are their main promises?"", ""What European standards does the claim 'develop the economy to European standards' refer to?""]}}"
934054438169865,"{""Dashkovski is responsible for unknown voters and ensuring an electoral list."": {""Questions"": [""What is the role of Dashkovski in the electoral process?"", ""What are the key characteristics that a future President of North Macedonia should possess?"", ""What are the main promises and slogans being offered by the presidential candidates?""]}, ""The President of DIK cannot and should not participate in party activities, nor interfere with pre-election activities of any party."": {""Questions"": [""Does the President of DIK have a constitutional obligation to participate in party activities?"", ""Is it constitutionally or morally acceptable for the President of DIK to interfere with pre-election activities of any party?"", ""What specific promises and slogans are the candidates offering, and how do they plan to achieve their goals?""]}, ""This raises suspicion and questions the criminal act."": {""Questions"": [""What specific criminal act is being referred to in the claim?"", ""Do the presidential candidates mentioned have a concrete platform or are they just making empty promises?"", ""What is the expected attribute that the next President of North Macedonia should possess, according to the claim?""]}}"
1341461227244721,"{""DPMNE failed to realize its electoral promises."": {""Questions"": [""What specific promises did DPMNE make during the electoral campaign?"", ""How do the presidential candidates' platforms compare to their previous commitments?"", ""What are the key differences between the aspirants' election pledges and slogans?""]}, ""DPMNE has no plan for the future and cannot bring about any change."": {""Questions"": [""What evidence supports the claim that DPMNE has no plan for the future and cannot bring about any change?"", ""How do the presidential candidates' promises and slogans align with the actual needs of North Macedonia's citizens?"", ""What specific policies or initiatives do the current presidential candidates offer to address the country's challenges?""]}, ""Nothing from DPMNE's election promises was realized."": {""Questions"": [""Was DPMNE's election campaign focused on specific promises rather than slogans?"", ""What was the primary issue that defined the presidential election in North Macedonia?"", ""Were the candidates' promises and slogans during the election campaign concrete and measurable?""]}}"
