ad_archive_id,ad_creative_bodies
396819459886969,"АПАСИЕВ ОД ТЕТОВО: ПОД ВЛАСТА НА УЧКИТЕ ОД ДУИ, ПОДДРЖАНИ ОД КОРУМПИРАНАТА МАКЕДОНСКА ЕЛИТА, СЕКОЕ ВТОРО ДЕТЕ ОД ПОЛОГ СЕ РАЃА ВО ШВАЈЦАРИЈА!

🗯️ “Етнотрибализмот ни го сервираат како европска вредност. Ние создадовме општество на квоти, коешто ни донесе секое второ дете од Полог да се раѓа во Италија, во Швајцарија или надвор од Македонија. 

Првиот концепт кој што ни го нудат е концептот на дејтонизација. Либанизација на Македонија, бејрутизација на Скопје. Тоа е нивната агенда, спонзорирана од западните амбасади. Ни понудија модел на бинационален грабеж. 

Ние сме единствена земја во светот со еден Парламент и две Влади. Но помина времето кога Македонецот беше инфериорен во сопствената држава. Левица е принципиелно против Бадентер и против Балансер.“"
403598265804341,"💬 ,,На Мицкоски му честитаа Таравари и Касами за резултатите од првиот круг и порачаа дека заедно ќе ги донесат уставните измени. Еве ние честитаме и повикуваме да НЕ ги донесеме уставните измени - затоа што тоа е вољата на народот. Ние во претходниот мандат бевме најголеми непријатели на владеењето на СДС и ДУИ, како преку примерите со спикерот Џафери така и со формирањето на новото мнозинство за да се турне Заев. А сега да се фокусираме на проблемите на граѓаните за кои нашата програма има најдобри решенија.""

🔸️ Носителот на ИЕ 2 од #Левица Амар Мециновиќ во дебатата на Канал77:"
276416045539587,"Експресниот пат Прилеп-Градско е симбол за неспособноста на СДС и ДУИ

Идната влада на ВМРО-ДПМНЕ целосно ќе го изгради експресниот пат Прилеп-Градско"
420052674303184,"ДЕМОКРАТИ: НЕМА ВЕЌЕ КАКО ДО СЕГА

Криминалните партии и за оваа кампања и избори се прават како и до сега - ветуваат ридови и долини, лажат и манипулираат - демек меѓу себе се критикуваат и расправаат, а од позадина се договараат и прават се исто - како и до сега! Сакаат пак да ни ги исперат мозоците, да ни ги изманипулираат емоциите, пак да гласаме за нив и пак исто да владеат и да не крадат - како и до сега!

Нема никаква разлика од порано: 
- СДС ќе не внесува во ЕУ, ама ќе си мести тендери и ќе ги краде европските пари - како и до сега!
- ДРПНЕ ќе не брани од лошите бугари, и ќе не одбрани како што не одбрани од лошите грци, од промената на името Македонија, од терористите 2001 г, од територијалната прераспределба... И ќе си краде, пере и рекетира буџетски пари од општините и од буџетот - како и до сега!
- ДУИ ќе се бори за правата на албанците во Македонија и регионот, на штета на државните интереси и буџетот, ќе се бори за што повеќе институции да водат албанци и ќе си местат тендери и перат пари, а државата ќе пропаѓа и албанците ќе се иселуваат - како и до сега!
- И сите тие ќе си прават затворени изборни листи и ќе ги рангираат кандидатите според спремноста да крадат за партијата и да ги чуваат криминалните партиски тајни, нема да дозволуваат да се промени изборниот закон и да се воведат отворените листи, и ќе си ги прават истите изборни измами и криминали - како и до сега!

Епа нема веќе да биде како до сега - доаѓаме ние ДЕМОКРАТИ, и правиме политичка револуција! 

На овие избори ние граѓаните имаме можност и опција да гласаме за партија која ја разбива оваа политичка мафија, овие крвници и душмани на граѓаните и државата - и затоа сега сите ќе гласаме за ДЕМОКРАТИ!

Ние ДЕМОКРАТИ, заедно со граѓаните, сме хероите на денешното време - бидејќи само ние се бориме за итно воведување на отворените изборни листи, и со нив за враќање на државата и власта на граѓаните! 

Ние ДЕМОКРАТИ не се плашиме од заканите на политичките криминалци, и со граѓаните херојски ќе одолееме на сите притисоци, манипулации, закани и уцени. 

На избори, смело и одлучно, сите граѓани гласаме за себе, за нашите семејства и деца, за Македонија, за иднината - и за 16 ДЕМОКРАТИ! 

И така по изборите ништо веќе во Македонија нема да биде како до сега, ќе ги сузбиеме криминалот и корупцијата, ќе се почитуваат и спроведуваат законите, и со ДЕМОКРАТИ и отворените листи - на сите во Македонија незапирливо ќе ни тргне на подобро!"
1852171091911688,"🔴 Како што се засилува кампањата за парламентарните избори, ДУИ и коалицијата на ВМРО-ДПМНЕ се навраќаат на конфликтот од 2001 година. Од едната страна се закануваат „бранителите“, а од друга „учките“, а навредите преминуваат во отворени закани и потсетување кој кого победил.

⬇️ Прочитајте детално ⬇️"
446102734572288,"Драги граѓани и граѓанки, 

➡️ Годинава, кога славиме 80 години од АСНОМ, ние сме потчинети и целосно погазени од СДСМ и ДУИ кои се корумпирани, кои го ставија сопствениот над јавниот интерес, кои ги предадоа идеалите на комитите и партизаните. Имаме можност со висока излезност на 24 април да пратиме силна порака дека народот е бедемот на државноста, а јас негов глас. 

📖 Во последниве дваесет дена ја презентирав мојата програма во која се обврзуваме дека како Претседател ќе обединувам, модерирам, координирам  посредувам, ќе градам консензус дома, ама и надвор и ќе ги бранам националните и државните интереси. Ќе создавам и промовирам јавна вредност, а не лични вредности. Ќе ги назначувам само најдобрите и ќе воспоставувам стандарди во сите области. Само така ќе не почитуваат. 

‼️ Благодарение на вас, застанав на чело на оваа борба во која ќе се соочиме со нив, отфрлајќи ги стравот и пасивноста. На тоа нѐ обврзуваат предците, тоа од нас го бараат младите и идните генерации. Не сакаме да се срамат од нас. Дојде време да покажеме, и преку избори, дека ние немаме друга алтернатива ‒ или Македонија ќе биде слободна и демократска, или децата ќе ни заминат разочарани. 

🗣 Ве уверувам, Република Македонија не може да се обезличи без наша дозвола. Нашата пасивност ќе ја злоупотребат, ќе ја толкуваат како согласување со нивните политики ‒ и најмногу од сѐ, пасивноста ќе им ги отвори вратите за изборните манипулации. Затоа, мораме да ја заштитиме татковината која се брани со голема излезност на избори. 

👥 Во среда, на гласачкото место ќе треба да изберете меѓу оние кои немаат самопочит да си го кажат ни името на татковината и оние кои знаат умеат и ќе воспостават право и правда, ќе направат да ја дигнеме главата горе и Македонија повторно да биде горда. 

✍ Заокружете го бројот 2! 

Ваша, 
Гордана

#МакедонијаПовторноГорда 
#ГорданаЗаПретседател"
7901593029852251,"Драги граѓани и граѓанки, 

➡️ Годинава, кога славиме 80 години од АСНОМ, ние сме потчинети и целосно погазени од СДСМ и ДУИ кои се корумпирани, кои го ставија сопствениот над јавниот интерес, кои ги предадоа идеалите на комитите и партизаните. Имаме можност со висока излезност на 24 април да пратиме силна порака дека народот е бедемот на државноста, а јас негов глас. 

📖 Во последниве дваесет дена ја презентирав мојата програма во која се обврзуваме дека како Претседател ќе обединувам, модерирам, координирам  посредувам, ќе градам консензус дома, ама и надвор и ќе ги бранам националните и државните интереси. Ќе создавам и промовирам јавна вредност, а не лични вредности. Ќе ги назначувам само најдобрите и ќе воспоставувам стандарди во сите области. Само така ќе не почитуваат. 

‼️ Благодарение на вас, застанав на чело на оваа борба во која ќе се соочиме со нив, отфрлајќи ги стравот и пасивноста. На тоа нѐ обврзуваат предците, тоа од нас го бараат младите и идните генерации. Не сакаме да се срамат од нас. Дојде време да покажеме, и преку избори, дека ние немаме друга алтернатива ‒ или Македонија ќе биде слободна и демократска, или децата ќе ни заминат разочарани. 

🗣 Ве уверувам, Република Македонија не може да се обезличи без наша дозвола. Нашата пасивност ќе ја злоупотребат, ќе ја толкуваат како согласување со нивните политики ‒ и најмногу од сѐ, пасивноста ќе им ги отвори вратите за изборните манипулации. Затоа, мораме да ја заштитиме татковината која се брани со голема излезност на избори. 

👥 Во среда, на гласачкото место ќе треба да изберете меѓу оние кои немаат самопочит да си го кажат ни името на татковината и оние кои знаат умеат и ќе воспостават право и правда, ќе направат да ја дигнеме главата горе и Македонија повторно да биде горда. 

✍ Заокружете го бројот 2! 

Ваша, 
Гордана

#МакедонијаПовторноГорда 
#ГорданаЗаПретседател"
1065842564512223,"Драги граѓани и граѓанки, 

➡️ Годинава, кога славиме 80 години од АСНОМ, ние сме потчинети и целосно погазени од СДСМ и ДУИ кои се корумпирани, кои го ставија сопствениот над јавниот интерес, кои ги предадоа идеалите на комитите и партизаните. Имаме можност со висока излезност на 24 април да пратиме силна порака дека народот е бедемот на државноста, а јас негов глас. 

📖 Во последниве дваесет дена ја презентирав мојата програма во која се обврзуваме дека како Претседател ќе обединувам, модерирам, координирам  посредувам, ќе градам консензус дома, ама и надвор и ќе ги бранам националните и државните интереси. Ќе создавам и промовирам јавна вредност, а не лични вредности. Ќе ги назначувам само најдобрите и ќе воспоставувам стандарди во сите области. Само така ќе не почитуваат. 

‼️ Благодарение на вас, застанав на чело на оваа борба во која ќе се соочиме со нив, отфрлајќи ги стравот и пасивноста. На тоа нѐ обврзуваат предците, тоа од нас го бараат младите и идните генерации. Не сакаме да се срамат од нас. Дојде време да покажеме, и преку избори, дека ние немаме друга алтернатива ‒ или Македонија ќе биде слободна и демократска, или децата ќе ни заминат разочарани. 

🗣 Ве уверувам, Република Македонија не може да се обезличи без наша дозвола. Нашата пасивност ќе ја злоупотребат, ќе ја толкуваат како согласување со нивните политики ‒ и најмногу од сѐ, пасивноста ќе им ги отвори вратите за изборните манипулации. Затоа, мораме да ја заштитиме татковината која се брани со голема излезност на избори. 

👥 Во среда, на гласачкото место ќе треба да изберете меѓу оние кои немаат самопочит да си го кажат ни името на татковината и оние кои знаат умеат и ќе воспостават право и правда, ќе направат да ја дигнеме главата горе и Македонија повторно да биде горда. 

✍ Заокружете го бројот 2! 

Ваша, 
Гордана

#МакедонијаПовторноГорда 
#ГорданаЗаПретседател"
1176025870223317,"Драги граѓани и граѓанки, 

➡️ Годинава, кога славиме 80 години од АСНОМ, ние сме потчинети и целосно погазени од СДСМ и ДУИ кои се корумпирани, кои го ставија сопствениот над јавниот интерес, кои ги предадоа идеалите на комитите и партизаните. Имаме можност со висока излезност на 24 април да пратиме силна порака дека народот е бедемот на државноста, а јас негов глас. 

📖 Во последниве дваесет дена ја презентирав мојата програма во која се обврзуваме дека како Претседател ќе обединувам, модерирам, координирам  посредувам, ќе градам консензус дома, ама и надвор и ќе ги бранам националните и државните интереси. Ќе создавам и промовирам јавна вредност, а не лични вредности. Ќе ги назначувам само најдобрите и ќе воспоставувам стандарди во сите области. Само така ќе не почитуваат. 

‼️ Благодарение на вас, застанав на чело на оваа борба во која ќе се соочиме со нив, отфрлајќи ги стравот и пасивноста. На тоа нѐ обврзуваат предците, тоа од нас го бараат младите и идните генерации. Не сакаме да се срамат од нас. Дојде време да покажеме, и преку избори, дека ние немаме друга алтернатива ‒ или Македонија ќе биде слободна и демократска, или децата ќе ни заминат разочарани. 

🗣 Ве уверувам, Република Македонија не може да се обезличи без наша дозвола. Нашата пасивност ќе ја злоупотребат, ќе ја толкуваат како согласување со нивните политики ‒ и најмногу од сѐ, пасивноста ќе им ги отвори вратите за изборните манипулации. Затоа, мораме да ја заштитиме татковината која се брани со голема излезност на избори. 

👥 Во среда, на гласачкото место ќе треба да изберете меѓу оние кои немаат самопочит да си го кажат ни името на татковината и оние кои знаат умеат и ќе воспостават право и правда, ќе направат да ја дигнеме главата горе и Македонија повторно да биде горда. 

✍ Заокружете го бројот 2! 

Ваша, 
Гордана

#МакедонијаПовторноГорда 
#ГорданаЗаПретседател"
1408593413351384,"Драги граѓани и граѓанки, 

➡️ Годинава, кога славиме 80 години од АСНОМ, ние сме потчинети и целосно погазени од СДСМ и ДУИ кои се корумпирани, кои го ставија сопствениот над јавниот интерес, кои ги предадоа идеалите на комитите и партизаните. Имаме можност со висока излезност на 24 април да пратиме силна порака дека народот е бедемот на државноста, а јас негов глас. 

📖 Во последниве дваесет дена ја презентирав мојата програма во која се обврзуваме дека како Претседател ќе обединувам, модерирам, координирам  посредувам, ќе градам консензус дома, ама и надвор и ќе ги бранам националните и државните интереси. Ќе создавам и промовирам јавна вредност, а не лични вредности. Ќе ги назначувам само најдобрите и ќе воспоставувам стандарди во сите области. Само така ќе не почитуваат. 

‼️ Благодарение на вас, застанав на чело на оваа борба во која ќе се соочиме со нив, отфрлајќи ги стравот и пасивноста. На тоа нѐ обврзуваат предците, тоа од нас го бараат младите и идните генерации. Не сакаме да се срамат од нас. Дојде време да покажеме, и преку избори, дека ние немаме друга алтернатива ‒ или Македонија ќе биде слободна и демократска, или децата ќе ни заминат разочарани. 

🗣 Ве уверувам, Република Македонија не може да се обезличи без наша дозвола. Нашата пасивност ќе ја злоупотребат, ќе ја толкуваат како согласување со нивните политики ‒ и најмногу од сѐ, пасивноста ќе им ги отвори вратите за изборните манипулации. Затоа, мораме да ја заштитиме татковината која се брани со голема излезност на избори. 

👥 Во среда, на гласачкото место ќе треба да изберете меѓу оние кои немаат самопочит да си го кажат ни името на татковината и оние кои знаат умеат и ќе воспостават право и правда, ќе направат да ја дигнеме главата горе и Македонија повторно да биде горда. 

✍ Заокружете го бројот 2! 

Ваша, 
Гордана

#МакедонијаПовторноГорда 
#ГорданаЗаПретседател"
784263330299005,"Вчера во Аеродром и Гази Баба ја повикав албанската опозиција на обединување против оваа власт и изразив јавна намера дека веднаш по изборите, уште првиот ден ќе остварам контакт со нив за заедничка соработка која ќе се темели на принципи околу кои ќе се обединиме. 

Уште истиот ден се јави Али Ахмети, нервозно одговарајќи, прозивајќи ме со навреди и доза на закани, но треба да знае дека неговите закани не само што не ме заплашуваат, туку и добро ме засмејуваат. 

Заканите доаѓаат од човек пред политичка пензија, помалку и заборавен, но сепак со добро грло, кое го вежба пеејќи по државни институции, и партиски прослави.

Важен му бил на Али мојот оброк од детството, хммм…, чудно 🤔 па се обидува заканите преку вицови да ги испрати. Ќе му одговорам! Мојот оброк Али во детството го печалеа моите родители со многу љубов и жртва да ме израснат и воспитаат во личност која ќе почитува и ќе се бори за својата Македонија. Но што е важно? Важно е Али да дадеш одговор со што ги хранеше твоите, па денес голобради момчиња печалат милиони, ја купуваат Соравија, или пак како го спечали тој дворец во Зајас кој е како на некој блискоисточен шеик, а не политичар од сиромашната Македонија.

Ја разбирам нервозата и паниката бидејќи за прв пат сте прочитани и пред пораз. Доаѓа времето за одговори на многу прашања. Ова не е 2001ва, туку 2024та, 23 години потоа, а ДУИ го претвори во криминална организација од која страдаат и Албанците и Македонците. Многу брзо од денес и кексито и млекото ќе ти преседнат…"
966637378594881,"ЧЛАНОВИ ДУИ албанског партнера македонске партије СДСМ  апсолутно су свесни да без њих ова странка никада не би дошла на власт, бескрупулозно користе ову добитну позицију и воде самовласно политику македонске државе, потписујући чак и уговоре којима се буквално из корена поништава национални идентитет већинског народа у Македонији, Македонаца. Притом праве непринципијелне пактове и стављају се на располагање сваком ко ровари против Србије и српског народа, а квислиншке структуре СДСМ их понизно прате у стопу, додворавајући се на тај начин светским моћницима који једини могу да изврше притисак на ДУИ и друге албанске партије са киме ће направити владу. Тужно, ружно и врло подло.  https://www.novosti.rs/c/vesti/politika/1358744/albanci-nam-ubuduce-nece-krojiti-kapu-intervju-ivan-stoilkovic-makedonski-narod-ogorcen-zbog-glasanja-zvanicnog-skoplja-protiv-vase-zemlje"
1417338069149188,"Победуваме во Ново Село!

На вчерашниот митинг во Ново Село се испратија јасни пораки! Ќе ставиме крај на владеењето на ДУИ и СДСМ, ќе ставиме крај на криминалот и корупцијата на власта и ќе правиме многу убави проекти во секоја општина! 

Македонија повторно твоја!"
1111392579908795,"Али Ахмети во стил на газда на Македонија одржа Собрание во кое покажа како ќе изгледаат наредните 4 години доколку на изборите не ги промениме работите.

Потребно е ВМРО-ДПМНЕ да има најголема поддршка на овие избори. Потребна е најголема излезност за да ставиме крај на власта на ДУИ и СДСМ"
640761558209909,"Ако ги прочитаме ветувањата дадени во претходната изборна кампања, денес Македонија требаше да биде еколошки рај во Европа. Но, реалноста е дека Македонија е на врвот на листата на градови со најголемо аерозагадување, депонии има на секој чекор, дивоградби никнуваат и во заштитените подрачја. Триото СДСМ, ДУИ и ДОМ кое енергично стартуваше во решавањето на еколошките проблеми, не ја задржа потребната одлучност низ годините, што креираше прецепција дека се тактизира со одредени ветувања или со тајмингот за нивна примена.

#Дома #ДобредојдовтеДома #ИКС,Ако ги прочитаме ветувањата дадени во претходната изборна кампања, денес Македонија требаше да биде еколошки рај во Европа. Но, реалноста е дека Македонија е на врвот на листата на градови со најголемо аерозагадување, депонии има на секој чекор, дивоградби никнуваат и во заштитените подрачја. Триото СДСМ, ДУИ и ДОМ кое енергично стартуваше во решавањето на еколошките проблеми, не ја задржа потребната одлучност низ годините, што креираше прецепција дека се тактизира со одредени ветувања или со тајмингот за нивна примена.

#Дома #ДобредојдовтеДома #ИКС,Ако ги прочитаме ветувањата дадени во претходната изборна кампања, денес Македонија требаше да биде еколошки рај во Европа. Но, реалноста е дека Македонија е на врвот на листата на градови со најголемо аерозагадување, депонии има на секој чекор, дивоградби никнуваат и во заштитените подрачја. Триото СДСМ, ДУИ и ДОМ кое енергично стартуваше во решавањето на еколошките проблеми, не ја задржа потребната одлучност низ годините, што креираше прецепција дека се тактизира со одредени ветувања или со тајмингот за нивна примена.

#Дома #ДобредојдовтеДома #ИКС,Ако ги прочитаме ветувањата дадени во претходната изборна кампања, денес Македонија требаше да биде еколошки рај во Европа. Но, реалноста е дека Македонија е на врвот на листата на градови со најголемо аерозагадување, депонии има на секој чекор, дивоградби никнуваат и во заштитените подрачја. Триото СДСМ, ДУИ и ДОМ кое енергично стартуваше во решавањето на еколошките проблеми, не ја задржа потребната одлучност низ годините, што креираше прецепција дека се тактизира со одредени ветувања или со тајмингот за нивна примена.

#Дома #ДобредојдовтеДома #ИКС"
1195700804771711,"Ако ги прочитаме ветувањата дадени во претходната изборна кампања, денес Македонија требаше да биде еколошки рај во Европа. Но, реалноста е дека Македонија е на врвот на листата на градови со најголемо аерозагадување, депонии има на секој чекор, дивоградби никнуваат и во заштитените подрачја. Триото СДСМ, ДУИ и ДОМ кое енергично стартуваше во решавањето на еколошките проблеми, не ја задржа потребната одлучност низ годините, што креираше прецепција дека се тактизира со одредени ветувања или со тајмингот за нивна примена.

#Дома #ДобредојдовтеДома #ИКС,Ако ги прочитаме ветувањата дадени во претходната изборна кампања, денес Македонија требаше да биде еколошки рај во Европа. Но, реалноста е дека Македонија е на врвот на листата на градови со најголемо аерозагадување, депонии има на секој чекор, дивоградби никнуваат и во заштитените подрачја. Триото СДСМ, ДУИ и ДОМ кое енергично стартуваше во решавањето на еколошките проблеми, не ја задржа потребната одлучност низ годините, што креираше прецепција дека се тактизира со одредени ветувања или со тајмингот за нивна примена.

#Дома #ДобредојдовтеДома #ИКС,Ако ги прочитаме ветувањата дадени во претходната изборна кампања, денес Македонија требаше да биде еколошки рај во Европа. Но, реалноста е дека Македонија е на врвот на листата на градови со најголемо аерозагадување, депонии има на секој чекор, дивоградби никнуваат и во заштитените подрачја. Триото СДСМ, ДУИ и ДОМ кое енергично стартуваше во решавањето на еколошките проблеми, не ја задржа потребната одлучност низ годините, што креираше прецепција дека се тактизира со одредени ветувања или со тајмингот за нивна примена.

#Дома #ДобредојдовтеДома #ИКС,Ако ги прочитаме ветувањата дадени во претходната изборна кампања, денес Македонија требаше да биде еколошки рај во Европа. Но, реалноста е дека Македонија е на врвот на листата на градови со најголемо аерозагадување, депонии има на секој чекор, дивоградби никнуваат и во заштитените подрачја. Триото СДСМ, ДУИ и ДОМ кое енергично стартуваше во решавањето на еколошките проблеми, не ја задржа потребната одлучност низ годините, што креираше прецепција дека се тактизира со одредени ветувања или со тајмингот за нивна примена.

#Дома #ДобредојдовтеДома #ИКС"
