ad_archive_id,ad_creative_bodies
936635301540215,"🚩„Македонија е економски поробена од странскиот капитал. Држава која не си ги поседува стратешките ресурси е еднаква на протекторат!“ - Јована Мојсоска носител на Изборна единица 5.

🔻Во нејзиното обраќање на народниот собир во Битола.✊

#НеподмитливитеВоСобранието 
#Заокружи5 
#НемаВладаБезЛевица"
396819459886969,"АПАСИЕВ ОД ТЕТОВО: ПОД ВЛАСТА НА УЧКИТЕ ОД ДУИ, ПОДДРЖАНИ ОД КОРУМПИРАНАТА МАКЕДОНСКА ЕЛИТА, СЕКОЕ ВТОРО ДЕТЕ ОД ПОЛОГ СЕ РАЃА ВО ШВАЈЦАРИЈА!

🗯️ “Етнотрибализмот ни го сервираат како европска вредност. Ние создадовме општество на квоти, коешто ни донесе секое второ дете од Полог да се раѓа во Италија, во Швајцарија или надвор од Македонија. 

Првиот концепт кој што ни го нудат е концептот на дејтонизација. Либанизација на Македонија, бејрутизација на Скопје. Тоа е нивната агенда, спонзорирана од западните амбасади. Ни понудија модел на бинационален грабеж. 

Ние сме единствена земја во светот со еден Парламент и две Влади. Но помина времето кога Македонецот беше инфериорен во сопствената држава. Левица е принципиелно против Бадентер и против Балансер.“"
403598265804341,"💬 ,,На Мицкоски му честитаа Таравари и Касами за резултатите од првиот круг и порачаа дека заедно ќе ги донесат уставните измени. Еве ние честитаме и повикуваме да НЕ ги донесеме уставните измени - затоа што тоа е вољата на народот. Ние во претходниот мандат бевме најголеми непријатели на владеењето на СДС и ДУИ, како преку примерите со спикерот Џафери така и со формирањето на новото мнозинство за да се турне Заев. А сега да се фокусираме на проблемите на граѓаните за кои нашата програма има најдобри решенија.""

🔸️ Носителот на ИЕ 2 од #Левица Амар Мециновиќ во дебатата на Канал77:"
767605835352373,"#НеподмитливитеВоСобранието 
#НемаВладаБезЛевица 
#Заокружи5"
1486769515255402,"#НеподмитливитеВоСобранието 
#НемаВладаБезЛевица 
#Заокружи5"
1125849115121370,"АПАСИЕВ СО ПОРАКА ДО ЧЛЕНСТВОТО И СИМПАТИЗЕРИТЕ: НЕ ПАЃАЈТЕ ВО ДУХОТ, ДОЛГ Е ПАТОТ НА БОРБАТА!

Во целост ви го пренесуваме ставот на нашиот претседател проф. д-р @[100057486697889:2048:Димитар Апасиев]:

2015: - Брат, а бе кај можеш Партија да напраиш? Нит пари имате, нит 1.000 членови, па нотари, па уверенија за државјанства, па судови...
ИСХОД: Направивме! Од активисти, синдикалисти, фриленсери и работници.

2016: - Брат, нема да ви дадат да се кандидирате, ќе ви напраат некои мучки.
ИСХОД: Се кандидиравме на сефте парламентарни избори (освоивме 12.000 гласови, не освоивме пратеник, оти ни го украдоа).

2017: - Брат, немате екипа за Локалниве!
ИСХОД: Немавме. Освоивме само еден советник.

2018: - Брат, раскол ви се деси, ја раскурцавте златна Партија!
ИСХОД: Чистка на опортунистите. Партијата се вивнува.

2020: - Брат, тешко да влезете у Собрание. Така е скроен системот. Само големите успеваат.
ИСХОД: Освоивме над 37.000 гласови. Влеговме двајца (а требаше 5, ако беше една изборна единица).

2020: - Брат, банкротиравте скроз. 85.000 ЕУР ви пропаднаа у „Еуростандард“. Како без пари ќе работите?
ИСХОД: Собиравме пари у тегла! Донираа обични луѓе. Кој колку има. Ама, ги спасивме принципите и не се шитнавме. А чим ги спасивме принципите, сè е спасено! Ја воскреснавме Партијата. Од 5 канцеларии, пораснавме на 50.

2021: - Брат, тешко на Локалниве. Ќе ве згазат!
ИСХОД: Освоивме 50-на советници низ цела Македонија! Врие како во кошница од внатрепартиски активности по локалните ограноци.

2024: - Брат, нема да соберете 10.000 потписи за претседателски кандидат! Не си играјте играчки. Немате инфраструктура. И плус, заебана е процедурата.
ИСХОД: Собравме потписи за 6 дена. Сами, без коалиции, освоивме 42.000 гласови на нашето огнено крштевање, со поддршка на идеолошки блиска независна кандидатка (на која и се поклонувам до земја за фајтот). ❤️

2024: - Брат, тешко и пратеничка група да имате! Сите се против вас! И медиуми, и олигарси и амбасади.
ИСХОД: Двоцифрен број млади, чесни и борбени пратеници во парламент! Без нив нема Влада. Со душа го чекаме 8 Мај! 🫶

------------------------------------------------------
НАРАВОУЧЕНИЕ:
„И затоа ти не слушај што лошите луѓе зборат,
Оти тие мршари и Тебе мршар ќе те сторат“!

p.s. Долг е патот на Борбата, другари.
Нема откажување од каузата. Тек сега почињаме. Големи битки нè чекаат.

W-ork with others
I-nvolve in life 
N-ever quit

#НеподмитливитеВоСобранието
#ВтороПолувреме
#Заокружи5"
347406575019750,"ЛЕВИЦА ЌЕ ИЗГРАДИ СПОМЕН ОБЕЛЕЖЈЕ ПОСВЕТЕНО НА БРАНИТЕЛИТЕ ОД ВЕЈЦЕ

Почитувана јавност, 

👉 Ви го претставуваме идејниот проект кој Левица ќе го изгради во Вејце од позиција на власт, во чест и помен на загинатите бранители од Вејце, кои несебично се жртвуваа во војната во 2001 година.

🚩 Масакрот од 2001 година во село Вејце останува дел од колективната меморија на Македонците како најголем пораз на државните институции од група на терористи, кои ден денес немаат праведна судска разврска, туку напротив истите тие кои ги направија овие злосторства беа амнестирани и наградени со удобни фотелји.

🌹 Делегација на Левица на 28 Април ќе положи свежо цвеќе за сеќавање на жртвата на осуммина припадници на специјалната единица ""Волци"" кои беа убиени, масакрирани и живи запалени на истиот тој ден пред 23 години.

➡️ Проектот го изготви м-р Андреа Јанков, координатор на секторот за Урбанизам и локална самоуправа на Левица."
1432786707437054,"🫀НЕМА ПАЃАЊЕ ВО ДУХОТ

2015: - Брат, а бе кај можеш Партија да напраиш? Нит пари имате, нит 1.000 членови, па нотари, па уверенија за државјанства, па судови...
ИСХОД: Направивме! Од активисти, синдикалисти, фриленсери и работници.

2016: - Брат, нема да ви дадат да се кандидирате, ќе ви напраат некои мучки.
ИСХОД: Се кандидиравме на сефте парламентарни избори (освоивме 12.000 гласови, не освоивме пратеник, оти ни го украдоа).

2017: - Брат, немате екипа за Локалниве!
ИСХОД: Немавме. Освоивме само еден советник.

2018: - Брат, раскол ви се деси, ја раскурцавте златна Партија!
ИСХОД: Чистка на опортунистите. Партијата се вивнува.

2020: - Брат, тешко да влезете у Собрание. Така е скроен системот. Само големите успеваат.
ИСХОД: Освоивме над 37.000 гласови. Влеговме двајца (а требаше 5, ако беше една изборна единица).

2020: - Брат, банкротиравте скроз. 85.000 ЕУР ви пропаднаа у „Еуростандард“. Како без пари ќе работите?
ИСХОД: Собиравме пари у тегла! Донираа обични луѓе. Кој колку има. Ама, ги спасивме принципите и не се шитнавме. А чим се спасени принципите, сè е спасено! Ја воскреснавме Партијата. Од 5 канцеларии, пораснавме на 50.

2021: - Брат, тешко на Локалниве. Ќе ве згазат!
ИСХОД: Освоивме 50-на советници низ цела Македонија! Врие како во кошница од внатрепартиски активности по локалните ограноци.

2024: - Брат, нема да соберете 10.000 потписи за претседателски кандидат! Не си играјте играчки. Немате инфраструктура. И плус, заебана е процедурата.
ИСХОД: Собравме потписи за 6 дена. Сами, без коалиции, освоивме 42.000 гласови на нашето огнено крштевање, со поддршка на идеолошки блиска независна кандидатка (на која и се поклонувам до земја за фајтот). ❤️

2024: - Брат, тешко и пратеничка група да имате! Сите се против вас! И медиуми, и олигарси и амбасади.
ИСХОД: Двоцифрен број млади, чесни и борбени пратеници во парламент! Без нив нема Влада. Со душа го чекаме 8 Мај! 🫶

------------------------------------------------------
НАРАВОУЧЕНИЕ:
„И затоа ти не слушај што лошите луѓе зборат,
Оти тие мршари и Тебе мршар ќе те сторат“!

p.s. Долг е патот на Борбата, другари.
Нема откажување од каузата. Тек сега почињаме. Големи битки нè чекаат.

W-ork with others
I-nvolve in life 
N-ever quit

#НеподмитливитеВоСобранието
#ВтороПолувреме
#Заокружи5"
1141850897012271,"НИ АТЕР КРШИТЕ, НИ РАБОТА ВРШИТЕ
(говорот на пратеникот Апасиев по повод владините закони за ДДВ и за акцизи на горивата)

„Очигледен е впечатокот дека Владата мери со погрешни мерила, дека немате допир со реалноста.

Вашиот пакет од 26 мерки тежи 400 милиони евра, а само санкциите против Русија ќе не коштаат 230 милиони ЕУР!?

Нема да ве чинат вас. Ќе ги чинат производителите на праски од Росоман, ќе ги чинат производителите на јаболки од Преспа, ќе ги чинат производителите на зелка од Струмичко.

Вратете ја исплатата на плата да биде до 5-ти, а не до 15-ти во месецот. Вратете ја хранарината и патните трошоци на работниците. Не може само пратениците и функционерите да земаат патни трошоци. 

Дали знаете дека омразениот закон на Зоран Ставрески, со кој работник кој останал без работа сам си плаќа здравствено осигурување, се уште е во сила!?

Вие ги бркате паметните сиромашни студенти да студираат надвор од Македонија!

Еден штипјанец кој работи во Скопје, годишно ќе плаќа 1.200 ЕУР за патарини, а еден Австриец плаќа 100 ЕУР за вињетка за цела година. Кој е тој стандард кој ова може да го издржи?

Зошто дуќанџиите, градинките, болниците и школите ни плаќаат „индустриска струја“!?

Ниту еднаш не спомнавте данок на луксуз. Дали знаете дека нема земја во ЕУ која нема ваков данок?

Па, Македонецот во Отоманската империја плаќал пониски банкарски камати од Македонецот денес!“

#ЛевицаОдПарламент"
346172735137211,"МАКЕДОНСКИ НАРОДЕ НЕ ПАЃАЈТЕ ВО ДУХОТ - ЕДНАШ ГИ ПОБЕДИВМЕ ФАШИСТИТЕ ЌЕ ПОБЕДИМЕ ПАК

„Нашата генерација нема да дочека да влеземе во ЕУ.

Со Преспански, сѐ ви кажавме како ќе биде однапред. Затоа сте „северномакедонци“. Со вакви дипломати, толку можеме, за жал.

Ќе дојде денот, кога нашите сограѓани ќе ве прашаат: што правевте кога ја силуваа Македонија? Кога едната рака ѝ ја држеше ЕУ, а другата Америка? Тогаш нема да можете да ги гледате во очи.

Имам порака до македонскиот народ: не паѓајте во духот, победата наша не е далеку. Секогаш сме биле на правилната страна на историјата. Еднаш победивме фашисти, ќе победиме пак.

СМРТ НА ФАШИЗМОТ, СЛОБОДА НА НАРОДОТ И ЗАТВОР ЗА ПРЕДАВНИЦИТЕ!“

- Обраќање на пратеникот и лидер на Левица, Димитар Апасиев."
1591809298283564,"УДАВЕТЕ СЕ ВО СЕПТИЧКАТА ЈАМА КОЈА САМИТЕ ЈА ИСКОПАВТЕ - УСТАВНИ ИЗМЕНИ НЕМА ДА ИМА!

🔻(*Историски говор на Претседателот на Левица - Димитар АПАСИЕВ на денешната собраниска Комисија за промена на Уставот)

‼️„Сѐ што денес зборуваме е обична козметика, затоа што влегуваме во еден лузерски процес, бидејќи вие навикнавте и сакате и нас како македонска нација да нѐ навикнете на ПОРАЗИ. Првото, францускиот предлог за бугаризација, спортски кажано вие премиере, со министерот, изгубивте 17:2 во процесот. Независни германски експерти ви кажаа дека ова е чудо на бугарската дипломатија. Или како што велат антимакедонскте кругови во Софија ова е СМРТ НА МАКЕДОНИЗМОТ, ова е спој на необализам и неоврховизам.

❗️Следно, историјата влезе како дел од преговарачката рамка. Наместо да преговараме за Копенхашки критериуми, ние ќе преговараме каков бил Цар Самоил, каков бил Гоце Делчев, какво било Илинденското востание. И што е најтрагично, не обезбедивте државнички гаранции дека ќе нема нови вета. И тоа не само од Бугарија, која има уште 35 пати шанса да ни стави вето. Ќе ни стават и други земји. Вие сте недоветни да водите дипломатија и тоа треба да си го прифатите!

⚠️Следно, имаме унилатерална изјава за македонскиот јазик, званично архивирана во европски архиви, дека македонскиот јазик е ЗАПАДНОБУГАРСКИ ДИЈАЛЕКТ. Оттука, вие немате право да се нарекувате Социјалдемократски сојуз на Македонија! „М“-то станува СДС-Михајловистичка. Вие сте предводници на неоврховизмот заедно со бализмот во Владата. 

❗️Добивме само анонимусни бирократи од ЕУ кои ни навиваат часовници и ни викаат ""затнете го носот и голтајте"". КОЛКУ ПАТИ ТРЕБА ДА ГОЛТАМЕ ПРЕМИЕРЕ?! 40 пати Уставот го менуваме. Уставот се менува со рака која трепери. Голтавме за ФИРОМ. Голтавме за знамето. Голтаме за Рамковниот Договор. Голтаме за територијалната поделба. Голтаме за Преспанскиот договор каде станавме СЕВЕРНОМАКЕДОНЦИ. Голтаме за двојазичноста илегална без потпис на Претседателот. Голтаме за добрососедство со ОКУПАТОРОТ.

‼️Имате ли вие кичма, имате ли вие достоинство, имате ли вие НАЦИОНАЛНА ГОРДОСТ?! Вие наметнавте лузерски менталитет на овој народ, вие сте една одродена политичка елита која е најголем КРВНИК на македонскиот народ!""

#ЛевицаОдПарламент
#НеЗаУставниИзмени"
1969059880191686,"Пендаровски капитулира - на 8 Мај народот ќе им пресуди на врховистите и амнестираните терористи!🇲🇰

#НеподмитливитеВоСобранието 
#Заокружи5"
960751595243761,"🔴 Димитар Апасиев (Носител во ИЕ1) со мерки од изборната програма за Парламентарни избори 2024

🔥 „Десеткратно зголемување на буџетот за образование и наука. Бесплатни учебници и бесплатна исхрана за сите ученици. Субвенционирање на културните активности за студентите. Укинување на партиципациите и школарините на факултетите. Дигитализација на високошколските учебници по принципот на „отворен пристап“. Намалување на бројот на државните универзитети на четири. Само со радикални промени можеме да свртиме нов лист. Да создадеме средена држава. Има како! Има кој! Дали е можно? Се прашува народот!“

#НеподмитливитеВоСобранието
#НемаВладаБезЛевица
#Заокружи5
#ПарламентарниИзбори2024"
290104560813309,"🚩 ПРЕМИЕРА на новиот предизборен спот за Парламентарните избори 2024:

💥 „Да ставиме крај на крадењето народни пари! Да го ресетираме системот! Со двоцифрен број пратеници, ќе бидеме најголемата пречка на нивните криминали, штетни закони, распродажба на јавните добра и вазалски политики. Од тебе зависи силата на Борбата и нашата заедничка судбина!“

#НеподмитливитеВоСобранието
#НемаВладаБезЛевица
#Заокружи5
#ПарламентарниИзбори2024"
460138409786974,"Поздрав до сите паметњаковичи кои се ""бијонд"" ситуацијава и НЕ ГЛАСААТ не избори, оти немале за кого 💋

#СеверџанскиЕскапизам"
1490529958561891,"Никогаш, како сега, не било важно да се случи обединување, да се обезбеди национално единство! Затоа, како потреба на македонскиот народ, а моја обврска, чувствам дека треба да обзнанам мораториум во нападите кон партиите „Левица“ и „Знам“.

Со нив имаме повеќе разлики, од идеолошка, но и принципиелна причина, но, во овој момент, мораме заеднички да се бориме против оние кои ја киндапираа Македонија од рацете на народот. 

Мора да наоѓаме заеднички јазик, без разлика на лични или партиски суети и интереси… Промените се во наши раце!"
752637006982957,"""СИРОМАШНИОТ АЛБАНЕЦ НИ Е ПОБЛИЗОК ОД КОЧО АНЃУШЕВ"": АПАСИЕВ ЈА ЗАПОЧНА ПАРЛАМЕНТАРНАТА КАМПАЊА ОД НЕГОВИОТ РОДЕН ВЕЛЕС

📌 Емотивниот говор на претседателот на #Левица - проф. д-р Димитар Апасиев, во Титов Велес, на 18 Април 2024, прв ден од кампањата за Парламентарните избори:

🔥 „Зошто почнуваме од Велес? Ете затоа почнуваме... Почнуваме од Црвениот Велес. Градот на Рацин, каде што секое парче од калдрмата е Историја. Ете затоа почнуваме од Велес. 

И нема да престанеме додека не ги избркаме како црв од јаболко! Доста ни ја јадете душата, доста ни ја јадете Татковината.

Да беше жив Рацин ќе ви речеше: ""Да се плукне гадот валкан""! Тој беше дрзок и знаеше колку вреди народниот дух, и затоа не дозволи никогаш народниот дух да падне.""

#НеподмитливитеВоСобранието
#НемаВладаБезЛевица
#Заокружи5"
1669156760521692,"🚩 ПРЕМИЕРА на новиот предизборен спот за Парламентарните избори 2024:

💥 „Цената која ја плаќаме за молкот и апатијата е прескапа! Нема семејство кое не е жртва на егзодусот кој ни го прават. Ни заминаа децата, браќата, сестрите, пријателите... Ни ги запустеа домот и огништето! На нас е да ги запреме!“

#НеподмитливитеВоСобранието
#НемаВладаБезЛевица
#Заокружи5
#ПарламентарниИзбори2024"
423231863682380,"🔥 „Со векови окованa во пранги,
под ропство пишти Македонија,
појќе не трпиме бесчесни лаги,
во бој последен борци влегоа!

Во борба, во борба, во борба,
македонски народе.
За света народна слобода
со песни и радост се мрее!“

#НеподмитливитеВоСобранието
#НемаВладаБезЛевица
#Заокружи5
#ПарламентарниИзбори2024"
1004602458066929,"🚩 ПРЕМИЕРА на новиот предизборен спот за Парламентарните избори 2024:

💥 „Цената која ја плаќаме за молкот и апатијата е прескапа! Нема семејство кое не е жртва на егзодусот кој ни го прават. Ни заминаа децата, браќата, сестрите, пријателите... Ни ги запустеа домот и огништето! На нас е да ги запреме!“

#НеподмитливитеВоСобранието
#НемаВладаБезЛевица
#Заокружи5
#ПарламентарниИзбори2024"
821813873185734,"📣 Шесто видео за претставување на Кандидатската листа за пратеници: 

🚩 ИГОР ДИМЕСКИ, советник во Општина Центар и координатор на Сектор - енергетика на Левица (Изборна единица 6)

💥 ,,Најдобар начин да ги казниме корумпираните политички елити е гласање на избори. Да застанеме во одбрана на домот, на нашите семејства, на нас самите. Да ГЛАСАМЕ за Левица!""

#НеподмитливитеВоСобранието
#НемаВладаБезЛевица
#Заокружи5
#ПарламентарниИзбори2024"
749806020687191,"ИСКАЛЕНИ ОД МАКЕДОНИЈА

#ГоВраќамеДостоинствотоНаНацијата
#НеподмитливитеВоСобранието
#НемаВладаБезЛевица
#Заокружи5"
1360924157956801,"🚩 ПРЕМИЕРА на новиот предизборен спот за Парламентарните избори 2024:

💥 „Цената која ја плаќаме за молкот и апатијата е прескапа! Нема семејство кое не е жртва на егзодусот кој ни го прават. Ни заминаа децата, браќата, сестрите, пријателите... Ни ги запустеа домот и огништето! На нас е да ги запреме!“

#НеподмитливитеВоСобранието
#НемаВладаБезЛевица
#Заокружи5"
322668077232559,"⚡ НЕДЕЛНАТА КАРИКАТУРА при викенд-изданието (20-21 април 2024) на дневниот весник СЛОБОДЕН ПЕЧАТ:

А ЗОШТО ВИ СЕ ТОЛКУ ГОЛЕМИ УСТИТЕ?💥

🧑‍🎨 Црта: Наташа Костовска за Слободен печат 🗞️"
438296632075316,"🗳️Нашиот циклус на 6 дебатни емисии низ 6-те изборни единици го започнуваме овој понеделник. 

⁉️Што би ги прашале кандидатите за идни пратеници?

Кои прашања од политичарите останаа неодговорени? 

📺Гледајте Отворено на ТВ24.
#отворено #24вести,🗳️Нашиот циклус на 6 дебатни емисии низ 6-те изборни единици го започнуваме овој понеделник. 

⁉️Што би ги прашале кандидатите за идни пратеници?

Кои прашања од политичарите останаа неодговорени? 

📺Гледајте Отворено на ТВ24.
#отворено #24вести"
447051244515548,"📣 Петто видео за претставување на Кандидатската листа за пратеници: 

🚩 ЈОВАНА МОЈСОСКА, генерален секретар на Левица
(Изборна единица 5)

💥 ,,Историјата е доказ - само организирана политичка борба, може да доведе до ново, прогресивно општество. Твојот молк е нивна моќ. ГЛАСАЈ за Левица!""

#НеподмитливитеВоСобранието
#НемаВладаБезЛевица
#Заокружи5
#ПарламентарниИзбори2024"
448925164366354,"📣 Четврто видео за претставување на Кандидатската листа за пратеници 

🚩 САШКО ЈАНЧЕВ, член на Централниот комитет на Левица, советник во Совет на Општина Гевгелија (Изборна единица 4)

💥 ,,На овие избори одлучуваме дека ќе има промена! Ние сме последното кибритче во кутијата. Да го запалиме оганот на промената!""

#НеподмитливитеВоСобранието
#НемаВладаБезЛевица
#Заокружи5
#ПарламентарниИзбори2024"
