ad_archive_id,ad_creative_bodies,translated_text,compound,sentiment_label
2103884769993693,"Почитувани граѓани, ве покануваме на голем сенароден митинг во недела, 21 април пред зградата на ЕУ во Скопје. 

Место на тргнување за Аеродром е Нова железничка станица, до зградата на Неоком, во 12:00 часот. 

Заедно со СДСМ, Коалицијата за европска иднина и нашиот претседател Стево Пендаровски да покажеме дека сите заедно сме сплотени во нашата заедничка цел, европската иднина на нашата држава.

Нема откажување од иднината! 🇲🇰🇪🇺","Dear Citizens, we invite you to a large national rally on Sunday, April 21 in front of the EU building in Skopje.

The departure for the Aerodrom is a new train station, next to Neocom's building at 12:00.

Together with SDSM, the Coalition for European Future and our President Stevo Pendarovski to show that we are all together in our common goal, the European future of our country.

No cancellation of the future!🇲🇰🇪🇺",0.3164,positive
1131480398052261,"На 25.03.2024 година е потпишан договорот за воспоставување на јавно приватно партнерство (ЈПП) за проектот Смарт Аеродром вреден 10,7 милиони евра. 

Договорот е во целосна согласност со точката усвоена од страна на ВМРО-ДПМНЕ во Советот на Општина Аеродром, на 39 седница, одржана во февруари, со материјал доставен до советниците цели 13 минути пред почетокот на седницата. 

Се поставува прашањето која беше потребата ЈПП вредно 10,7 милиони евра да се гласа на ваков шверцерски начин со материјал доствен цели 13 минути пред седница?

На 07.10.2021 година, во ек на изборната кампања на последните локални избори Тимчо Муцунски на својата Фејсбук страница ќе објави „Време е за дигитализација на сите општински административни услуги.“ Каде е дигитализацијата на општинските услуги во договорот?

Во истата објава Муцунски вели „Смарт Аеродром е проект кој значително ќе ја подобри ефикасноста на општинските служби... Ова решение ќе поттикне иновација, стартап бизниси и решенија од 21. век.“ Како ќе ги поттикне иновацијата и стартап бизнисите? Каде тоа го гледате во договорот?

Дали постои физибилити студија за оправданоста на воспоставување на вакво јавно приватно партнерство? Ако постои зошто не е презентирана пред Советот?, праша координаторот на советничката група на СДСМ во Советот на Општина Аеродром, Милутин Ристески.","On 25.03.2024, the Agreement on Establishing a Public Private Partnership (PPP) for the Smart Aerodrom project worth 10.7 million euros was signed.

The agreement is in full compliance with the point adopted by VMRO-DPMNE in the Council of the Municipality of Aerodrom, at the 39th session, held in February, with material submitted to councilors 13 minutes before the start of the session.

The question arises as to what was the need for the PPP worth 10.7m euros to vote in such a smuggling manner with material for 13 minutes before the session?

On 07.10.2021, in the EC of the election campaign in the last local elections, Timco Mucunski will post on his Facebook page ""It is time to digitize all municipal administrative services.""Where is the digitization of municipal services in the contract?

In the same announcement, Mucunski says ""Smart Aerodrom is a project that will significantly improve the efficiency of municipal services ... This solution will encourage innovation, startup businesses and 21st century solutions.""How will it encourage innovation and startup businesses?Where do you see it in the contract?

Is there a feasibility study on the justification for establishing such a public -private partnership?If there is why it is not presented to the Council?, Asked the coordinator of the SDSM advisory group in the Council of the Municipality of Aerodrom, Milutin Risteski.",0.9838,positive
681075687418692,"Минатата недела нашите сограѓани во рок од само неколку дена беа сведоци на појава на змии во урбани средини. Се работи за прилично големи примероци, едниот во близина на кружниот тек на улица „Коста Новаковиќ“, кај маркетот на „Стокомак“, а другиот под трибините на игралиштето на ФФМ. 

Жителите на урбаниот дел од Аеродром со право се загрижени бидејќи појавата на вакви големи примероци на змии во урбаните средини претставува опасност по нашите деца кои можат да дојдат во контакт со нив додека си играат околу зградите или на детските игралишта.

Оттука се поставува прашањето како оди динамиката на косењето на тревните површини во Аеродром, колку локации на тревни површини се искосени до сега и дали ќе се стигне да бидат благоврмено искосени сите тревни површини на територијата на општина Аеродром?, праша членката на Советот на Општина Аеродром, Сузана Делева.","Last week, our fellow citizens within just a few days witnessed snakes in urban areas.It is a fairly large specimens, one near the roundabout on Kosta Novakovic Street, at the Stokomak Market and the other under the stands of the FM playground.

Residents of the urban part of the Aerodrom are rightly concerned because the emergence of such large specimens of snakes in urban areas is a danger to our children who can come into contact with them while playing around buildings or children's playgrounds.

This raises the question of how the dynamics of mowing on the grassy areas in the Aerodrom, how many locations on herbaceous area have been sloping so far and will all the grassy areas be added to the territory of the Municipality of Aerodrom?",-0.128,negative
328812040216862,"На прашањата на советничката група на СДСМ во однос на долговите на кошаркарскиот клуб #МЗТ по однос на плати, беше одговорено дека платите на сите 5 вработени се исплаќаат редовно. Во одговорот очигледно е искористена игра на зборови со која се изоставуваат долговите кон играчите, тренерите, стручниот штаб и сите останати кои се ангажирани по договор, а одговорот се однесува исклучиво на вработените службеници кои се во редовен работен однос. Дополнително никогаш не ми беше одговорено дали КК МЗТ се соочува со долгови по однос на тужби за неисплатени плати кон играчи? 

Но, „вистината е како шило“ што би рекол идеолошкиот лидер на ДПМНЕ, Груевски и таа секогаш излегува на виделина. Конечно стигна и првата блокада од БАТ, судот од ФИБА, каде што е наведено дека „казната на ФИБА се однесува на забрана за трансфери се додека не биде постигнат договор по однос на средствата што се должат“.

Градоначалникот Муцунски пред изборите беше промовиран и популарен како Тими „кој по семејна врска е поврзан и задоен со МЗТ“. Сега се поставува прашањето што презема Тими за решавањето на овој проблем и зошто на шверцерски начин, на 29.12.2023 година, на последниот работен ден од годината, мнозинството на ДПМНЕ во Советот, по предлог на Тими усвојува кратење на преткотно одобрените 24 милиони денари за МЗТ, на 19 милиони? 

Како успеа некој што се фалеше дека пораснал под кошевите на МЗТ сега да крати средства наменети за клубот и на тој начин да го доведе во ваква незавидна состојба?, праша членот на Советот на Општина Аеродром, Љупчо Недески.","The questions of the SDSM advisory group regarding the debts of the Basketball Club #MZT in terms of salaries, it was answered that the salaries of all 5 employees are paid regularly.The answer obviously used a game of words that miss debts to players, coaches, professional staff and all other contracts, and the response applies exclusively to employees who are in regular employment.In addition, I was never answered whether CC MZT faces debts in terms of lawsuits for unpaid salaries to players?

But ""the truth is like a spike"" that the ideological leader of DPMNE, Gruevski, would say, and it always comes to light.The first blockade of BAT, the FIBA ​​court, finally arrived, stating that ""FIBA's penalty refers to a ban on transfers until an agreement is reached on the funds owed"".

Mayor Mucunski was promoted and popular as Timi ""who is associated with MZT in a family relationship"" before the election.The question now is what Timi is taking to solve this problem and why, in a smuggling manner, on 29.12.2023, on the last working day of the year, the majority of DPMNE in the Council, on the proposal of Timi, adopted the cutting of the pre -approved 24 million denars for MZT to 19 million?

How did anyone who boasted that he had grown under MZT's baskets now to cut funds for the club and thus bring him to this disorfield?, Asked the member of the Municipal Council of Aerodrom, Ljupco Nedeski.",0.4024,positive
1747310152446379,"Извештатите на полициската станица Аеродром во Советот на Општина Аеродром секогаш беа инспирација за многу прашања од сите советнички групи, без исклучок. На вчерашната седница на Советот единствен кој постави прашања до командирот на ПСОН Аеродром бев јас.

На првото прашање зошто Годишниот извештај е за цели 5 страници пократок од шестмесечниот, зошто недостасуваат цели поглавја меѓу кои и поглавјето за потребни материјали на полициската станица, беше одговорено дека овој пат во тие поглавја биле сместени податоци кои се од доверлива природа. Остана нејасно како поглавјето за потребни материјали за работа на полициската станица пред само 6 месеци не содржеше такви податоци, а сега содржи? И што се смени во МВР во поглед на транспарентноста, освен министерот?

На второто прашање за искористеноста на уредот фонометар со кој се мери гласноста на бучавата врз основа на која се изрекуваат прекршочни пријави за гласна музика, ми беше одговорено дека САМО 2 ПРИЈАВИ за гласна музика се изречени во текот на цела 2023 година. Колку се користи фонометарот во Аеродром проценете сами, изјави координаторот на советничката група на СДСМ во Советот на Општина Аеродром, Милутин Ристески.","The reports of the Aerodrom Council Aerodrom Police Station have always been an inspiration to many issues of all council groups, without exception.At yesterday's session of the Council the only one who asked questions to the commander of PSON Aerodrom I was.

The first question of why the annual report is for 5 pages shorter than the six -month, why there are missing goals, including the chapter on the necessary materials at the police station, it was answered that this time in those chapters there were data that are of a trusted nature.It remained unclear how the chapter on the necessary materials for the work of the police station just 6 months ago did not contain such data, and now it contains?And what changed in the MoI in terms of transparency, except the minister?

On the second question of the use of the device phonomometer measuring the loudness of the noise on the basis of which misdemeanor charges for loud music were made, I was answered that only 2 loud music reports were handed down throughout 2023.How much is used in the Aerodrom phonomometer yourself, said the coordinator of the SDSM advisory group in the Council of the Municipality of Aerodrom, Milutin Risteski.",0.3736,positive
959186065585942,"Голема благодарност до @[100044372771750:2048:Olaf Scholz] за неговата голема поддршка упатена кон СДСМ, Димитар Ковачевски и нашиот претседател Стево Пендаровски.

На претстојните избори гласот за СДСМ и Коалицијата за европска иднина значи глас за победа на европска Македонија. 🇲🇰🇪🇺","Big thanks to @[1000443727771750: 2048: Olaf Scholz] for his great support to SDSM, Dimitar Kovacevski and our President Stevo Pendarovski.

In the upcoming elections, the vote for SDSM and the Coalition for European Future means a vote for victory of European Macedonia.🇲🇰🇪🇺",0.8658,positive
368017916234325,"Голема благодарност до @[100044372771750:2048:Olaf Scholz] за неговата голема поддршка упатена кон СДСМ, Димитар Ковачевски и нашиот претседател Стево Пендаровски.

На претстојните избори гласот за СДСМ и Коалицијата за европска иднина значи глас за победа на европска Македонија. 🇲🇰🇪🇺","Big thanks to @[1000443727771750: 2048: Olaf Scholz] for his great support to SDSM, Dimitar Kovacevski and our President Stevo Pendarovski.

In the upcoming elections, the vote for SDSM and the Coalition for European Future means a vote for victory of European Macedonia.🇲🇰🇪🇺",0.8658,positive
1205178073800809,"Голема благодарност до @[100044372771750:2048:Olaf Scholz] за неговата голема поддршка упатена кон СДСМ, Димитар Ковачевски и нашиот претседател Стево Пендаровски.

На претстојните избори гласот за СДСМ и Коалицијата за европска иднина значи глас за победа на европска Македонија. 🇲🇰🇪🇺","Big thanks to @[1000443727771750: 2048: Olaf Scholz] for his great support to SDSM, Dimitar Kovacevski and our President Stevo Pendarovski.

In the upcoming elections, the vote for SDSM and the Coalition for European Future means a vote for victory of European Macedonia.🇲🇰🇪🇺",0.8658,positive
354296314293772,За европски животен стандард 🇲🇰🇪🇺,For a European standard of living 🇲🇰🇪🇺,0.0,neutral
952120736389685,"Македонија заслужува европска иднина! 

Нашата генерација заслужува европска иднина!

Но, најмногу од сите, нашите деца заслужуваат европска иднина!

Да живеат во просперитетна држава, која е земја членка на ЕУ, со европски систем и европски животен стандард. 

Гарантираме просечна плата од 1.100 евра и минимална плата од 600 евра. За нашите пензионери обезбедуваме просечна пензија од 30.000 денари и минимална пензија од 20.000 денари. Нови 180 милиони евра за нашите домашни компании и 1,35 милијарди евра за нашите земјоделци. Гарантирана плата за младите и грантови за отпочнување нов бизнис, затоа што сакаме младите да си ја градат својата иднина дома. 

Гарантираме подобри услови и плати за здравствените работници и целосно бесплатно јавно здравство. Ветуваме подобар и поправеден систем за сите, бескомпромисна борба со криминалот и корупцијата и конечно со спроведување на процесот на ветинг на судиите и јавните обвинители. Ова е нашата визија и нашата програма за граѓаните и државата.

Од денес ставаме печат на уште една голема победа за европска Македонија. Со симболичното потпишување на муралот се заложивме дека ќе направиме сè да го оствариме сонот на многу генерации – Македонија да стане рамноправна членка на Европската Унија.

На 8-ми мај со заокружувањето на број 1 за СДСМ и Коалицијата за европска иднина го давате својот глас за подобра, попросперитетна европска иднина на државата. 

Заедно одиме на победа!

#НемаОткажувањеОдИднината #Заокружи1","Macedonia deserves European future!

Our generation deserves a European future!

But most of all, our children deserve a European future!

To live in a prosperous state, which is an EU member state, with a European system and a European standard of living.

We guarantee an average salary of 1,100 euros and a minimum wage of 600 euros.For our pensioners we provide an average pension of 30,000 denars and a minimum pension of 20,000 denars.New 180 million euros for our domestic companies and 1.35 billion euros for our farmers.Guaranteed salary for young people and grants to start a new business, because we want young people to build their future at home.

We guarantee better conditions and salaries for healthcare professionals and completely free public health.We promise a better and fairer system for all, uncompromising struggle with crime and corruption and finally by conducting the process of vetting judges and public prosecutors.This is our vision and our program for the citizens and the state.

From today we are stamping on another great victory for European Macedonia.With the symbolic signing of the mural we have pledged that we will do everything to fulfill the dream of many generations - Macedonia to become an equal member of the European Union.

On May 8th with the rounding of the number 1 for SDSM and the Coalition for the European Future you vote for a better, more prosperous European future of the state.

Together we go to win!

#NO COMPLETEMENT #CONCLUSION1",0.9944,positive
396351953314165,"🗣️ Денес разговаравме со граѓаните во Долно Лисиче. Наша обврска останува да слушаме и да соработуваме постојано, бидејќи заедно можеме да дојдеме до сигурни решенија за секој предизвик. 
✅ Веруваме дека е потребен лидер како Стево Пендаровски, човек на кој можеме да сметаме и кој стои рамо до рамо со секој граѓанин. На 24 април, гласаме за бројот 1️⃣
#СДСМ #Аеродром #ДолноЛисиче 
#НашиотПретседател #Стево","🗣️ Today we talked to the citizens in Dolno Lisice.Our obligation remains to listen and cooperate constantly, because together we can come up with confident solutions for any challenge.
✅ We believe that a leader such as Stevo Pendarovski, a man we can count on and who stands side by side with every citizen, is needed.On April 24, we vote for number 1️⃣
#SDSM #Aerodrom #Lowerlis
#Our Vice President #Stevo",0.6705,positive
967140451295680,"Покажавме вистинска истрајност и храброст на нашиот пат кон членството во ЕУ.

Покрај сите предизвици со кои се соочивме, нашиот сон за европска иднина сѐ уште трае и нашата цел остана иста.

Покажавме храброст и покажавме дека никогаш нема да се откажеме од европскиот пат бидејќи сме посветени на нашата стратешка цел.

Заедно ќе продолжиме по патот на европските интеграции и ќе го оствариме нашиот сон за полноправно членство во ЕУ. 🇲🇰🇪🇺","We have shown true endurance and courage on our path to EU membership.

Despite all the challenges we faced, our dream for a European future is still going on and our goal has remained the same.

We have shown courage and showed that we will never give up the European path because we are committed to our strategic goal.

Together we will continue on the path of European integration and we will realize our dream of full EU membership.🇲🇰🇪🇺",0.9198,positive
4674457862779324,"Гласот за #Стево и Коалицијата за европска иднина е глас за европска Македонија.

Заедно со #НашиотПретседател Стево Пендаровски, имаме визија и план како да ја внесеме Македонија во Европската унија. Решителни сме, имаме волја, храброст и знаење како да ја обезбедиме европската иднина на земјата, на сите наши граѓани. На сите сегашни и идни генерации.","Voice for #Stevo and the Coalition for European Future is a voice for European Macedonia.

Together with the #More President Stevo Pendarovski, we have a vision and a plan to bring Macedonia into the European Union.We are determined, we have the will, courage and knowledge of how to secure the European future of the country, to all our citizens.To all current and future generations.",0.8402,positive
446303441400950,"Во недостаток на план и програма, Силјановска е целосно во матрицата на ДПМНЕ и упатува навреди кон Пендаровски и Ковачевски.

Личните дискредитации за прекари со женски род, навредите за интелектуални капацитети искажани од Силјановска не доликуваат ниту на професор ниту на политичар.

Каков е тој професор кој ги навредува студентите? Каков е тој политичар кој наместо да претстави и идеи навредува неистомисленици а со тоа ги навредува и граѓаните.

Митинзите се за претставување на визијата, понудата пред граѓаните а не за навреди и лични дискредитации.

Паника од пораз на изборите, немањето план, визија, не се оправдување.

Затоа Силјановска треба да се извини.","In the absence of a plan and program, Siljanovska is entirely in the DPMNE matrix and refers to Pendarovski and Kovacevski.

Personal discredits for female nicknames, insults for intellectual capacity expressed by Siljanovska do not suit either a professor or a politician.

What is that professor who offends students?What is the politician who, instead of presenting and presenting ideas, insults dissenters and thus offends the citizens.

The rallies are for the presentation of the vision, the offer to the citizens and not for insults and personal discredits.

Panic from defeat in elections, lack of plan, vision, are not justification.

That is why Siljanovska should apologize.",-0.8798,negative
413936974576258,#Аеродром е со #НашиотПретседател Стево Пендаровски.,#Aerodrom is with #More President Stevo Pendarovski.,0.0,neutral
1146589880118487,"Убав ден за пешачење до #Водно, заедно со нашите граѓани. Ја искористивме можноста да разговаравме за тоа што ги загрижува граѓаните. 

Потребно ни е да продолжиме по европскиот пат, тоа е единствената алтернатива за суштински и позитивни промени во нашата држава. #СДСМ и Коалицијата за европска иднина, има јасна визија за европска интеграција на државата, за држава со развиена економија, подобро образование, здравство, функционално владеење на правото. Таа е визијата и на #НашиотПретседател, #Стево Пендаровски. 

Нема да се откажеме од европската иднина и градење подобро општество за граѓаните. Европскиот пат го продолжуваме со проевропски претседател, Стево Пендаровски и проевропска Влада формирана од СДСМ и Коалицијата за европска иднина.","Nice day for hiking to #Vodno, along with our citizens.We used the opportunity to talk about what concerns the citizens.

We need to continue on the European path, it is the only alternative to essential and positive changes in our country.#SDSM and the Coalition for the European Future, has a clear vision for European integration of the state, a state with developed economy, better education, health, functional rule of law.It is also the vision of the #More President, #Stevo Pendarovski.

We will not give up on the European future and building a better society for citizens.We are continuing the European path with pro -European President Stevo Pendarovski and a pro -European government formed by SDSM and the Coalition for European Future.",0.9618,positive
802323778442410,"Стево Пендаровски е прогресивен поличар со јасна визија за европска иднина на државата.

Силно го поддржува членството во ЕУ и НАТО.

Покажа што значи да се биде вистински претседател на сите граѓани, без разлика на етничка, верска или друга припадност.

#Aеродром е со #НашиотПретседател #Стево.

Со глас за Стево обезбедуваме сигурна европска иднина, подобра иднина за сите.","Stevo Pendarovski is a progressive polycar with a clear vision of the country's European future.

He strongly supports EU and NATO membership.

It has shown what it means to be a true president of all citizens, regardless of ethnic, religious or other affiliation.

#Aerodrom is with the #More Vice President #Stevo.

With a voice for Stevo we provide a secure European future, a better future for everyone.",0.936,positive
345081434704628,"🇲🇰🇪🇺 Гласот за Стево и Коалицијата за европска иднина е глас за европска Македонија.
✊ Заедно со нашиот претседател Стево Пендаровски, имаме визија и план како да ја внесеме Македонија во Европската унија. Решителни сме, имаме волја, храброст и знаење како да ја обезбедиме европската иднина на земјата, на сите наши граѓани. На сите сегашни и идни генерации.","🇲🇰🇪🇺 The vote for Stevo and the Coalition for European Future is a voice for European Macedonia.
✊ Together with our President Stevo Pendarovski, we have a vision and a plan to bring Macedonia into the European Union.We are determined, we have the will, courage and knowledge of how to secure the European future of the country, to all our citizens.To all current and future generations.",0.8402,positive
412339098080713,"Претседателот на #СДСМ Димитар Ковачевски вечерва со нашите сограѓани од #Аеродром разговараше за евроинтеграцискиот процес како единствен кој може да донесе позитивни промени и подобар животен стандард во земјата. 

Дали ќе одиме напред кон прогрес или ќе се заглавиме повторно во минатото е изборот што го имаат граѓаните на претстојните избори. СДСМ, Коалицијата за европска иднина и претседателот #Стево Пендаровски, ние имаме конкретен и јасен план кој ќе ја придвижи земјата напред кон ЕУ. Сите ние ја делиме визијата за европска и просперитетна држава.

Oдиме на двојна #победа! Нова победа на #НашиотПретседател Стево Пендаровски и на СДСМ и Коалицијата за европска иднина!","SDSM President Dimitar Kovacevski discussed the European integration process as the only one who can bring positive changes and a better standard of living in the country tonight.

Whether we go forward to progress or get stuck in the past is the choice of citizens in the upcoming elections.SDSM, the Coalition for European Future and President #Stevo Pendarovski, we have a concrete and clear plan that will move the country forward towards the EU.We all share the vision of a European and prosperous state.

We go to a double #win!New Victory of #More President Stevo Pendarovski and SDSM and the Coalition for European Future!",0.95,positive
651759777088419,"🚩 Денес, Вевчанци имаа можност да се запознаат со дел од програмниот материјал на сегашниот и иден претседател Стево Пендаровски. Ведри лица, позитивна енергија и атмосфера, топол пречек на Вевчанските домаќини кои знаат да препознаат кој навистина се грижи за народот и државата.
Во период кој следи продолжуваме, ќе биде посетено секое семејство со цел запознавање со програмата.
#СтевоНашиотПретседател","🚩 Today, Vevcani had the opportunity to get acquainted with some of the programming material of current and future President Stevo Pendarovski.Judgings, positive energy and atmosphere, a warm welcome of the Vevcani hosts who know how to recognize who really cares about the people and the state.
In the following period we continue, every family will be visited in order to get acquainted with the program.
#The steward president",0.9402,positive
